Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Danny Jansen","TEX",91.03,337.901,293.262,60.325,34.9361,12.0539,0.259134,13.0759,36.4832,39.7945,36.1359,0.198608,81.4219,5.067,2.15637,0.552502,4.48821,0.313839,0.0971938,0.205703,0.106942,0.240964,0.443811,0.301609,0.382336,0.301644,0.683945,0.176633,1.95206,0.235163,,-0.478368,36.795,-3.1306,93.7404,-0.478368,3.89,-2.971305787563324,10.913919687271118,2.00252,443.9700012207031,,,,,,,323,3.549450549,323,3.549450549,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Salvador Perez","KCR",144.601,591.35,539.483,136.269,82.8916,25.4696,0.285105,27.6224,65.7908,92.6093,29.5552,4.10852,121.455,9.59924,5.39941,0.499284,9.80842,0.436148,0.126682,0.252591,0.0499793,0.205386,0.243343,0.300363,0.454465,0.321228,0.754828,0.201873,1.62727,0.274495,,-0.743234,73.7963,3.92376,102.809,-0.743234,-2.68,1.214382827281952,-2.1577348709106445,1.98588,97.08999633789062,,,,,,,678.3,4.677931034,678.3,4.677931034,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"J.T. Realmuto","PHI",119.797,470.576,422.379,106.323,71.3085,19.2674,2.87522,12.8722,56.5043,53.0556,30.4497,0.799396,112.902,6.93604,3.5406,0.484109,8.38595,8.38303,2.414,0.251725,0.0647074,0.239923,0.2697,0.310182,0.402381,0.309916,0.712563,0.150657,5.28514,0.311352,,-0.0242565,54.403,-1.19921,96.2773,-0.0242565,-3.53,-2.1005180329084396,5.713595151901245,1.97149,215.1699981689453,,,,,,,486.6,4.055,486.6,4.055,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Yandy Díaz","TBR",143.538,620.458,554.24,156.342,111.468,26.8161,0.874762,17.1826,73.8042,76.7696,56.3363,1.43207,91.0545,5.4463,3.65827,0.776905,18.3314,2.08668,0.80662,0.282083,0.0907978,0.146754,0.618709,0.351995,0.42663,0.340033,0.778624,0.144546,2.46485,0.309476,,-1.04728,86.9023,13.5904,117.898,-1.04728,0,12.04107415676117,-14.457646369934082,1.93765,132.60000610351562,,,,,,,747.4,5.190277777,747.4,5.190277777,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Munetaka Murakami","CHW",132.748,538.704,450.438,92.7812,46.2304,15.499,0.741149,30.3107,75.8423,76.5312,79.4325,2.40706,202.987,5.87979,2.39818,0.555574,6.77638,10.0933,3.29852,0.20598,0.147451,0.376807,0.391318,0.330938,0.445554,0.337171,0.776492,0.239574,4.29552,0.284555,,-0.18466,74.1996,10.5475,116.551,-0.18466,0,10.323860615491867,-10.19469928741455,1.91022,999,,,,,,,667.6,5.019548872,667.6,5.019548872,,,,,,,,,,,,,,,,,,,"Munetaka Murakami","sa3063258",808959
"Xavier Edwards","MIA",132.538,566.622,510.005,141.97,112.996,22.5407,3.3062,3.12749,65.8715,42.4758,44.8002,1.45224,79.1393,2.66384,4.01682,5.13658,11.3437,26.9755,6.55211,0.27837,0.0790653,0.139669,0.566092,0.33738,0.35393,0.306119,0.69131,0.0755593,5.86989,0.321578,,1.66218,63.7596,-3.19112,93.9452,1.66218,0,-2.4040411710739136,2.045339345932007,1.89206,175.08999633789062,,,,,,,572.9,4.307518796,572.9,4.307518796,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Colson Montgomery","CHW",129.29,538.554,481.368,104.03,60.9753,19.5094,1.63335,21.9121,59.984,64.9238,44.3554,1.74503,163.687,8.58164,3.74902,0.499748,7.78969,3.35404,1.06142,0.216113,0.0823601,0.303938,0.270976,0.291731,0.39999,0.300431,0.691721,0.183877,3.56363,0.274167,,-0.504352,58.1143,-5.52006,91.2421,-0.504352,0,-6.063417196273804,5.985647678375244,1.88852,235.50999450683594,,,,,,,539.5,4.182170542,539.5,4.182170542,,,,,,,,,,,,,,,,,,,"Colson Montgomery","29712",695657
"Willson Contreras","BOS",131.564,550.442,475.669,120.198,74.4528,22.6623,0.918603,22.1647,69.9403,72.7095,50.3844,0.826059,139.24,16.0412,3.8363,1.19375,11.8175,4.99863,1.48741,0.252693,0.0915344,0.25296,0.361853,0.341845,0.443989,0.342206,0.785835,0.191296,3.70331,0.308184,,-0.533973,78.0668,13.0278,116.081,-0.533973,0,9.898557424545288,-10.711627960205078,1.85516,182.11000061035156,,,,,,,679.9,5.150757575,679.9,5.150757575,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Ezequiel Tovar","COL",146.394,621.413,577.4,151.517,96.461,33.2548,2.49644,19.3045,72.8582,76.7335,30.0132,0.214655,156.277,3.92199,5.20351,4.874,8.73611,9.90857,2.73774,0.262412,0.0482984,0.251487,0.192051,0.300795,0.428953,0.313917,0.729749,0.166542,4.83848,0.324828,,0.00114848,73.8594,0.434651,86.9752,0.00114848,0,-9.59166310785804,6.777499675750732,1.82734,193.8300018310547,,,,,,,672.5,4.606164383,672.5,4.606164383,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Michael Busch","CHC",139.933,580.196,511.42,123.84,72.36,24.9217,1.97546,24.5827,72.5428,79.3322,56.0335,1.21376,147.077,7.88726,4.097,0.757851,9.51151,2.89416,1.03357,0.242149,0.0965768,0.253495,0.380982,0.324039,0.442807,0.331826,0.766846,0.200658,3.63876,0.288657,,-0.736099,77.3968,8.84214,114.689,-0.736099,0,9.364595651626587,-10.898921012878418,1.81798,111.66000366210938,,,,,,,697.2,4.98,697.2,4.98,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Steven Kwan","CLE",146.467,641.408,571.047,156.395,119.919,25.4312,2.83143,8.21313,74.3777,58.3271,57.6115,1.32712,55.0673,4.79742,5.31901,2.63352,12.822,16.1652,4.88945,0.273874,0.0898204,0.0858537,1.0462,0.342537,0.371473,0.315728,0.71401,0.0975988,4.75851,0.288805,,0.0358213,77.1794,1.39208,103.222,0.0358213,0,2.471369817852974,-6.780879497528076,1.81776,173.39999389648438,,,,,,,672.8,4.608219178,672.8,4.608219178,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Bryson Stott","PHI",142.761,573.756,517.122,130.598,92.3648,23.8649,2.01101,12.3576,69.327,56.2202,47.9878,1.10167,97.1494,2.93853,4.30271,1.40514,9.14376,22.4494,5.88683,0.252548,0.0836379,0.169322,0.493958,0.317156,0.378166,0.305099,0.695322,0.125618,5.4855,0.287049,,1.14042,64.0874,-3.70629,92.9772,1.14042,0,-3.635220766067505,2.3021175861358643,1.81665,182.97000122070312,,,,,,,588.4,4.114685314,588.4,4.114685314,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Jung Hoo Lee","SFG",133.228,559.282,507.446,137.704,91.7695,32.9942,4.46534,8.47451,66.3545,55.4062,41.1823,1.30952,62.5363,5.01017,4.9078,0.735717,11.523,7.71421,2.36189,0.271366,0.0736343,0.111815,0.658535,0.329241,0.404086,0.319102,0.733327,0.13272,4.89665,0.292809,,-0.326528,68.8293,2.74585,106.574,-0.326528,0,4.030957251787186,-4.939096450805664,1.81086,286.7699890136719,,,,,,,607.1,4.564661654,607.1,4.564661654,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Alec Bohm","PHI",134.607,566.285,519.988,139.262,99.5896,24.6132,1.66767,13.391,62.4814,65.1903,35.4856,0.816787,90.0726,4.4799,5.75476,0.576561,13.2738,2.5873,0.907003,0.267817,0.0626639,0.159059,0.393967,0.316819,0.398823,0.311257,0.715641,0.131006,3.28319,0.298074,,-0.769879,66.084,-0.826919,97.1954,-0.769879,0,-2.6522310972213745,1.5042288303375244,1.81016,272.57000732421875,,,,,,,584.4,4.328888888,584.4,4.328888888,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Ozzie Albies","ATL",140.259,586.723,533.119,131.585,85.8505,26.6213,2.50184,16.6113,67.8252,67.5363,42.1888,1.32773,87.0851,4.82397,6.03136,0.559671,8.67951,9.41219,2.71203,0.246821,0.0719058,0.148426,0.484455,0.304689,0.399618,0.305436,0.704307,0.152797,4.76481,0.264032,,-0.0965398,65.6964,-3.62941,94.3478,-0.0965398,0,-4.027029141783714,2.1644906997680664,1.80662,183.60000610351562,,,,,,,611.1,4.365,611.1,4.365,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Heliot Ramos","SFG",143.284,596.994,539.183,136.185,88.5843,24.5909,1.75455,21.2555,73.0818,70.232,44.6536,1.24374,146.434,8.24235,4.01269,0.902658,11.6772,6.15926,2.26098,0.252577,0.0747974,0.245286,0.30494,0.317202,0.422958,0.321107,0.74016,0.170381,4.02434,0.306067,,-0.619854,74.4423,3.90287,107.947,-0.619854,0,5.003318428993225,-7.691035747528076,1.75716,216.50999450683594,,,,,,,668.7,4.676223776,668.7,4.676223776,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Bryan Reynolds","PIT",147.259,643.977,574.262,146.271,96.0266,25.0876,5.98195,19.175,78.7261,75.0672,56.0618,2.10323,155.578,8.4024,4.64308,0.607321,12.11,5.7569,1.84998,0.254711,0.0870557,0.241589,0.360346,0.32755,0.419404,0.324465,0.746953,0.164692,4.92434,0.314476,,-0.651842,82.0562,5.9654,105.97,-0.651842,0,3.9049403071403503,-8.381427764892578,1.73407,198.77000427246094,,,,,,,726.7,4.943537414,726.7,4.943537414,,,,,,,,,,,,,,,,,,,"Bryan Reynolds","19326",668804
"Jonathan Aranda","TBR",137.125,554.636,489.248,127.231,81.6091,24.4362,1.0616,20.1239,65.6823,74.2083,51.6496,2.39185,136.239,8.91325,4.35037,0.475004,10.7359,0.858223,0.269602,0.260054,0.0931233,0.245637,0.37911,0.338879,0.437737,0.33671,0.776617,0.177683,2.38665,0.317603,,-0.861544,76.1866,10.652,115.608,-0.861544,0,9.341739773750305,-11.553564071655273,1.72681,194.88999938964844,,,,,,,670.4,4.893430656,670.4,4.893430656,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Jarren Duran","BOS",137.687,594.073,534.596,138.201,85.9736,31.9202,5.69535,14.6121,78.6864,62.0861,48.1922,0.790367,137.728,6.89504,3.26445,1.12519,8.55818,23.9437,5.08792,0.258515,0.0811216,0.231836,0.349909,0.325979,0.42153,0.324876,0.747509,0.163015,6.85954,0.320577,,1.77912,75.896,5.70166,104.143,1.77912,0,4.6798012256622314,-8.252127647399902,1.72649,83.16999816894531,,,,,,,702.4,5.089855072,702.4,5.089855072,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Chase Meidroth","CHW",124.005,531.216,469.189,119.779,92.1889,19.7585,0.972925,6.85911,58.1649,43.4123,50.0519,0,79.3798,7.32783,2.96433,1.68294,13.6223,10.6984,3.39531,0.25529,0.0942214,0.14943,0.630538,0.334557,0.345407,0.304993,0.679964,0.0901165,4.25747,0.292605,,-0.238171,59.2899,-3.47732,94.3846,-0.238171,0,-3.753970146179199,2.3442301750183105,1.72641,338.6000061035156,,,,,,,516,4.161290322,516,4.161290322,,,,,,,,,,,,,,,,,,,"Chase Meidroth","31580",805367
"Andrés Giménez","TOR",137.654,543.064,493.173,120.911,88.3498,21.2122,1.54071,9.80865,63.9854,47.4574,29.4116,1.47601,96.5227,13.378,3.99387,3.10801,10.3688,21.9536,4.77698,0.24517,0.0541587,0.177737,0.304712,0.303175,0.354097,0.289559,0.657271,0.108927,5.96652,0.28427,,1.57847,53.8072,-10.36,84.6135,1.57847,0,-8.269891500473022,6.372870445251465,1.71827,314.30999755859375,,,,,,,504.7,3.657246376,504.7,3.657246376,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Ramón Laureano","SDP",126.084,505.723,456.602,111.306,67.8336,20.1247,3.52528,19.8228,65.8768,63.5705,35.4222,0.60535,134.303,9.66884,3.44756,0.582872,9.14167,8.65737,2.3242,0.243771,0.0700427,0.265567,0.263748,0.309612,0.433529,0.321252,0.74314,0.189757,5.62089,0.299041,,0.0381799,63.1207,3.36568,109.392,0.0381799,0,5.6675019338727,-5.93450927734375,1.69414,230.33999633789062,,,,,,,579.9,4.602380952,579.9,4.602380952,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Joey Bart","PIT",89.218,336.334,297.484,69.84,49.4348,11.5951,0.669955,8.14018,35.7642,34.6199,30.3954,0,93.6501,6.05377,1.9708,0.412952,7.27231,0.873681,0.305315,0.234769,0.0903726,0.278444,0.324563,0.316428,0.360341,0.301202,0.676769,0.125572,2.68754,0.312145,,-0.517273,36.5036,-3.23682,90.0345,-0.517273,5,-4.489781081676483,9.70197343826294,1.67814,468.94000244140625,,,,,,,320.6,3.602247191,320.6,3.602247191,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Christian Yelich","MIL",137.128,585.32,512.068,130.742,87.6442,21.1299,2.00465,19.9634,75.2382,73.0133,64.9838,4.84738,143.331,4.175,2.85956,1.06219,13.9822,16.0745,4.24249,0.255322,0.111023,0.244876,0.453384,0.342246,0.421373,0.331884,0.763619,0.166051,4.8934,0.315041,,0.474366,78.1078,8.94778,113.691,0.474366,0,9.971964299678802,-13.40242862701416,1.64143,142.49000549316406,,,,,,,708.1,5.168613138,708.1,5.168613138,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"TJ Friedl","CIN",133.762,575.348,496.607,119.648,82.664,20.017,2.81391,14.1532,67.4369,54.1493,57.4878,0.230099,95.3438,11.52,4.05668,5.6769,10.6686,11.2608,3.44149,0.240931,0.0999183,0.165715,0.602952,0.331166,0.378071,0.314714,0.709237,0.13714,4.87594,0.269693,,-0.156964,68.7567,0.774943,96.2943,-0.156964,0,-2.683911010622978,-0.4406780004501343,1.63878,269.260009765625,,,,,,,601.2,4.486567164,601.2,4.486567164,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Caleb Durbin","MIL",139.45,547.433,492.262,122.21,85.2671,25.4377,1.38957,10.1158,61.36,55.1272,33.2511,1.035,59.9978,14.0044,4.24336,3.6725,11.2375,19.4668,4.45669,0.248263,0.0607401,0.109598,0.554206,0.311655,0.367233,0.299028,0.678888,0.11897,5.34591,0.262891,,1.20023,58.4489,-6.23457,91.1835,1.20023,0,-4.520110011100769,2.3004202842712402,1.63634,233.66000366210938,,,,,,,529.3,3.807913669,529.3,3.807913669,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Carlos Narváez","BOS",107.501,402.055,359.759,80.4636,52.6549,15.8792,0.35023,11.5793,41.0458,45.1263,34.6838,0.886712,106.726,3.65247,2.94198,1.01791,7.11566,2.93712,0.845604,0.22366,0.0862662,0.265451,0.32498,0.296232,0.366304,0.291134,0.662535,0.142644,3.06585,0.281856,,-0.353706,40.3502,-7.15565,80.8992,-0.353706,3.43,-9.405000567436218,11.423199892044067,1.6223,288.2900085449219,,,,,,,367.1,3.399074074,367.1,3.399074074,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Nolan Schanuel","LAA",138.871,589.921,507.325,134.009,97.605,22.1726,1.65707,12.574,68.5066,56.7475,65.7076,2.88021,80.3267,9.18688,4.66431,3.03688,14.3498,5.97904,2.04426,0.264147,0.111384,0.136165,0.818004,0.355953,0.38874,0.329124,0.744693,0.124592,3.77963,0.289759,,-0.761124,77.4,7.69626,110.087,-0.761124,0,6.252080619335175,-10.715354919433594,1.62072,308.3399963378906,,,,,,,671.6,4.831654676,671.6,4.831654676,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Cedric Mullins","TBR",112.371,441.348,391.347,89.9136,55.0904,17.4984,2.87638,14.4485,56.9481,46.1954,39.9743,0.547135,97.7825,3.95144,3.07473,2.74955,4.72904,20.4251,4.43088,0.229754,0.0905732,0.221554,0.408808,0.305327,0.399927,0.307517,0.705253,0.170173,6.52351,0.267426,,1.62043,50.1641,-1.98461,95.4983,1.62043,0,-0.7212754487991333,1.326092004776001,1.61606,307.3999938964844,,,,,,,469.8,4.194642857,469.8,4.194642857,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
"Kyle Higashioka","TEX",76.729,271.751,249.501,53.8211,32.849,10.4734,0.355977,10.1428,27.797,32.6085,16.7625,0.10763,68.9059,1.43853,1.89381,0.907009,3.67494,1.88675,0.596541,0.215715,0.0616833,0.253563,0.243267,0.267149,0.382504,0.281581,0.649652,0.166788,3.11984,0.253434,,-0.203248,25.1651,-6.9444,79.9196,-0.203248,7.8,-6.634811028838158,13.074580192565918,1.61582,448.5400085449219,,,,,,,230.4,2.992207792,230.4,2.992207792,,,,,,,,,,,,,,,,,,,"Kyle Higashioka","5517",543309
"Wilyer Abreu","BOS",126.236,495.783,440.225,107.296,60.6454,24.0889,0.992363,21.5695,61.431,68.7988,47.9556,2.37145,122.787,3.14469,3.77021,0.687173,6.00438,8.24233,2.70189,0.24373,0.096727,0.247663,0.390559,0.319931,0.449947,0.330776,0.769878,0.206217,4.07689,0.2861,,-0.180059,65.7139,7.13327,108.207,-0.180059,0,4.615656718611717,-5.94956111907959,1.60939,226.33999633789062,,,,,,,601.1,4.77063492,601.1,4.77063492,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Matt McLain","CIN",133.207,538.246,478.549,111.405,70.5685,21.0723,3.17884,16.5856,65.3699,57.0367,48.5433,0.559668,151.84,6.41455,3.28541,1.45423,6.75658,15.6232,4.37917,0.232798,0.0901879,0.282102,0.3197,0.309921,0.394092,0.308248,0.704013,0.161294,5.69955,0.302544,,0.506295,61.4971,-2.10077,91.8648,0.506295,0,-4.683439910411835,2.2919466495513916,1.58749,226.05999755859375,,,,,,,564.6,4.245112781,564.6,4.245112781,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Nolan Arenado","ARI",133.304,552.159,506.363,129.493,87.9758,25.233,0.97616,15.3077,58.8003,69.0258,35.7562,2.4233,74.9664,3.98203,5.38406,0.673452,10.0371,2.67573,0.829041,0.255731,0.0647571,0.13577,0.476963,0.306864,0.40011,0.305758,0.706974,0.14438,3.02183,0.270919,,-0.631488,61.9705,-3.27135,94.0549,-0.631488,0,-4.522100448608398,1.6653202772140503,1.58724,418.2300109863281,,,,,,,558.5,4.19924812,558.5,4.19924812,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Gavin Lux","TBR",111.76,440.832,391.942,99.6792,70.3683,18.8571,2.96434,7.48952,49.5248,43.3909,43.3415,0.429679,95.7527,1.98741,3.10924,0.451904,9.19944,3.88276,1.11581,0.254321,0.0983176,0.217209,0.45264,0.32928,0.374886,0.310866,0.704166,0.120565,4.31321,0.315925,,-0.441349,51.3042,-0.783532,97.8055,-0.441349,0,-1.5815596282482147,1.8308261632919312,1.57786,510,,,,,,,445.8,3.980357142,445.8,3.980357142,,,,,,,,,,,,,,,,,,,"Gavin Lux","19955",666158
"Matt Wallner","MIN",117.701,470.385,409.558,91.8428,49.2625,19.3462,1.50643,21.7276,60.8342,61.6066,47.0953,1.02037,147.266,10.5618,2.79957,0.369927,5.9854,4.09276,1.28586,0.224248,0.100121,0.313075,0.319798,0.318075,0.437995,0.328006,0.75607,0.213747,4.26947,0.288108,,-0.407141,61.2895,5.70988,109.737,-0.407141,0,4.991053342819214,-5.769656658172607,1.57677,317.9100036621094,,,,,,,557.3,4.722881355,557.3,4.722881355,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Lawrence Butler","ATH",135.111,544.855,490.981,117.554,71.2079,24.328,1.90742,20.111,71.5759,62.3973,47.604,0.653406,147.114,1.74657,3.47941,1.04436,8.355,16.0992,3.75596,0.239427,0.08737,0.270006,0.323586,0.306917,0.41963,0.314853,0.726547,0.180202,5.64323,0.297777,,0.890134,65.174,0.795235,98.6147,0.890134,0,0.0004988908767700195,-3.475076913833618,1.56318,163.94000244140625,,,,,,,608,4.503703703,608,4.503703703,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Royce Lewis","MIN",121.373,485.819,444.952,106.686,66.2687,22.5632,0.572295,17.2816,57.0709,57.7646,33.8454,0.931208,103.072,2.80723,3.63578,0.579041,6.79507,10.4157,2.47599,0.23977,0.0696667,0.212161,0.328368,0.295397,0.409569,0.30482,0.704966,0.1698,4.38473,0.272379,,0.395869,54.1549,-3.24835,93.7648,0.395869,0,-3.1743886172771454,1.5030567646026611,1.53978,199.66000366210938,,,,,,,510.8,4.221487603,510.8,4.221487603,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Jake Cronenworth","SDP",142.472,579.465,501.05,114.89,74.9943,25.2229,1.64052,13.0321,63.4414,56.6443,60.6821,1.35953,116.682,9.97245,4.13007,2.41611,10.6604,4.21241,1.52979,0.229298,0.104721,0.201362,0.520063,0.322218,0.364215,0.304848,0.686433,0.134917,3.64137,0.271284,,-0.736547,64.6069,-3.86138,98.1542,-0.736547,0,-2.004213571548462,-2.4429354667663574,1.51748,407.0899963378906,,,,,,,564.1,3.972535211,564.1,3.972535211,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Jurickson Profar","ATL",138.331,598.934,517.308,128.108,85.0485,24.844,0.860139,17.3558,74.2046,65.5351,66.6156,1.04609,96.4308,8.08352,3.95144,2.58372,11.9613,8.09167,2.69715,0.247644,0.111224,0.161004,0.690812,0.340305,0.399646,0.326187,0.739951,0.152002,3.69903,0.271804,,-0.533892,77.1546,6.3859,108.563,-0.533892,0,5.544656872749329,-10.720094680786133,1.50924,185.88999938964844,,,,,,,669.6,4.852173913,669.6,4.852173913,,,,,,,,,,,,,,,,,,,"Jurickson Profar","10815",595777
"Willi Castro","COL",128.632,518.722,462.289,119.603,80.2931,23.3745,3.14,12.7952,65.6723,54.8358,39.7533,0.75015,115.841,11.2388,3.5574,1.88309,8.91604,15.3381,4.63669,0.258718,0.076637,0.223319,0.343173,0.330074,0.405899,0.322127,0.735973,0.14718,5.78163,0.316738,,0.307061,65.1116,3.82059,92.5995,0.307061,0,-4.242728054523468,1.679667592048645,1.50348,346.4599914550781,,,,,,,583.5,4.523255813,583.5,4.523255813,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Spencer Torkelson","DET",146.741,610.607,533.456,123.798,70.2927,26.7283,0.504054,26.273,72.3593,80.4339,63.827,2.8422,158.358,7.47593,5.37307,0.474667,7.84349,2.30599,0.624596,0.232068,0.10453,0.259345,0.403056,0.319768,0.431813,0.325027,0.751581,0.199745,2.60312,0.27534,,-0.710589,78.0831,5.93513,108.192,-0.710589,0,5.184940040111542,-11.566104888916016,1.49734,204.3699951171875,,,,,,,703.8,4.787755102,703.8,4.787755102,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Kyle Stowers","MIA",140.741,562.468,500.112,117.421,67.8273,24.4276,1.80876,23.3575,65.9346,75.1976,51.1413,1.86106,160.349,6.65482,3.74558,0.81384,9.00197,3.62429,1.02026,0.23479,0.0909231,0.285082,0.318937,0.311967,0.430981,0.321137,0.742947,0.196191,3.53507,0.29381,,-0.509995,70.1509,3.69098,104.234,-0.509995,0,2.312299907207489,-6.415927886962891,1.49477,142.39999389648438,,,,,,,631.2,4.476595744,631.2,4.476595744,,,,,,,,,,,,,,,,,,,"Kyle Stowers","26151",669065
"Logan O'Hoppe","LAA",115.656,446.421,406.78,91.6373,56.2888,15.8252,0.791143,18.7322,48.1258,54.739,30.6922,0.380623,129.674,5.07413,2.77725,1.09769,6.71636,2.65568,0.862989,0.225275,0.0687517,0.290475,0.236687,0.286093,0.406218,0.300095,0.692311,0.180943,3.16703,0.279169,,-0.427479,48.0506,-4.69745,90.0898,-0.427479,-2.25,-5.641835987567902,4.838264465332031,1.48983,239.08999633789062,,,,,,,449.8,3.877586206,449.8,3.877586206,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"Brandon Marsh","PHI",119.572,455.4,404.317,101.527,66.5615,20.0162,2.09209,12.8569,56.284,49.0779,43.6939,1.15317,129.664,2.80912,2.71019,1.86955,6.90383,9.23886,2.62155,0.251107,0.0959462,0.284726,0.336977,0.326394,0.406359,0.319972,0.732753,0.155252,4.94974,0.335228,,0.0354006,56.3664,2.55739,103.166,0.0354006,0,1.7440189234912395,-2.37246036529541,1.48587,346.6000061035156,,,,,,,508.5,4.2375,508.5,4.2375,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Tyler Stephenson","CIN",113.498,441.755,391.359,92.2338,59.8744,16.3598,0.823795,15.1758,48.5552,53.8755,41.4904,0.819531,125.499,5.14098,2.96057,0.504836,8.4218,0.897574,0.362888,0.235675,0.0939217,0.284093,0.330602,0.314922,0.398019,0.312124,0.712941,0.162344,2.45449,0.303803,,-0.6668,51.863,-0.333801,94.5203,-0.6668,0.76,-3.5358082056045532,3.3357534408569336,1.48325,247.05999755859375,,,,,,,457.2,4.046017699,457.2,4.046017699,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Jakob Marsee","MIA",131.981,568.715,495.47,111.578,73.0388,23.4871,2.88511,12.1668,68.4683,48.9454,57.8608,0.577308,125.078,7.49996,3.69763,4.18703,8.62172,25.8808,5.92957,0.225196,0.10174,0.21993,0.4626,0.313428,0.357914,0.298328,0.671342,0.132718,6.35875,0.274675,,1.83805,60.3977,-6.80034,88.6081,1.83805,0,-5.840623259544373,1.349649429321289,1.4764,151.1999969482422,,,,,,,556.4,4.215151515,556.4,4.215151515,,,,,,,,,,,,,,,,,,,"Jakob Marsee","31370",805300
"Konnor Griffin","PIT",88.277,366.538,335.759,86.0053,60.2466,14.9857,1.0232,9.74982,44.5355,38.7222,21.3572,1.14087,94.154,6.32273,1.94888,1.15014,6.09587,13.2064,3.59974,0.256152,0.0582674,0.256874,0.226833,0.311136,0.393993,0.307359,0.705129,0.137842,5.53978,0.326151,,0.594194,41.6141,-1.69521,94.2522,0.594194,0,-1.9027668237686157,4.086898326873779,1.47115,999,,,,,,,383.3,4.355681818,383.3,4.355681818,,,,,,,,,,,,,,,,,,,"Konnor Griffin","sa3065496",804606
"Luis Arraez",,135.752,585.245,538.615,166.868,131.731,26.3137,3.06686,5.75599,67.283,61.5008,33.2677,3.06121,23.8298,3.65267,5.0778,4.63205,14.1546,7.79848,3.32064,0.30981,0.0568441,0.0407176,1.39606,0.350988,0.402112,0.327755,0.7531,0.0923024,4.26832,0.313382,,-0.89334,76.1361,6.98485,109.859,-0.89334,0,5.925964593887329,-11.359220504760742,1.47064,286.69000244140625,,,,,,,662.9,4.874264705,662.9,4.874264705,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Josh Smith","TEX",114.167,452.904,396.256,95.4702,66.0424,18.7857,1.75903,8.88311,51.6054,41.4098,41.6424,0.869114,85.1833,9.26909,3.11046,2.62594,8.51397,8.13976,2.52075,0.240931,0.0919454,0.188083,0.488857,0.325092,0.36447,0.306111,0.689561,0.123539,4.8437,0.283613,,-0.170692,50.9608,-2.5533,96.8179,-0.170692,0,-1.8692979961633682,0.6383464932441711,1.46893,351.4599914550781,,,,,,,446.9,3.920175438,446.9,3.920175438,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
