Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Endy Rodríguez,PIT,23.12,93.3521,82.2746,18.9046,12.4683,4.3814,0.2174,1.8375,9.2488,8.8923,9.4846,0.0,21.3503,0.6535,0.6501,0.2893,,0.8963,0.3004,0.229774,0.1016,0.228707,0.444237,0.312076,0.355314,0.301025,0.66739,0.125539,3.43497,0.285704,-0.005,-0.0637043,9.78356,-1.20829,87.4141,-0.0687043,-0.47,-1.452913798391819,1.298000007867813,0.197064,999.0,,,,,,,86.7,3.769565217,86.7,3.769565217,,,,,,,,,,,,,,,,,,,Endy Rodriguez,25332,682848
Alex Freeland,LAD,18.17,68.8606,59.5586,13.2188,8.6015,2.6246,0.2257,1.7671,8.0423,7.1263,7.7399,0.0689,17.9927,0.6886,0.5245,0.3489,,1.2559,0.3338,0.221946,0.1124,0.261292,0.430169,0.315965,0.362604,0.305957,0.67857,0.140658,4.62593,0.283997,-0.01,0.0244137,7.48847,-0.619602,93.1616,0.0144137,-0.066,-0.5403594775125384,0.26900000870227814,0.195518,999.0,,,,,,,69.2,3.844444444,69.2,3.844444444,,,,,,,,,,,,,,,,,,,Alex Freeland,31665,690976
Josh Lowe,LAA,47.04,192.454,173.844,40.8081,25.5939,8.6411,0.6534,5.9197,20.9321,21.2967,15.4348,0.7698,53.7004,1.1547,1.3814,0.6387,,6.0411,1.2992,0.23474,0.0802001,0.27903,0.287424,0.299234,0.394119,0.30528,0.693353,0.159379,5.15319,0.301789,-0.108,0.45591,20.8248,-1.83588,90.7396,0.34791,-0.657,-1.7488986551761627,-3.13400000333786,0.192375,297.0899963378906,,,,,,,200.4,4.263829787,200.4,4.263829787,,,,,,,,,,,,,,,,,,,Josh Lowe,19953,666139
Ke'Bryan Hayes,CIN,24.18,95.5732,86.9631,20.9184,14.9749,3.5568,0.5141,1.8727,9.7492,9.3753,6.7475,0.0956,18.5492,0.7646,0.7136,0.3844,,1.7724,0.5175,0.240543,0.0706003,0.194084,0.363762,0.298675,0.357871,0.29292,0.656546,0.117328,4.74757,0.283187,0.049,0.0235939,9.39666,-1.85672,78.9064,0.0725939,0.732,-2.302490249276161,1.1349999904632568,0.190568,999.0,,,,,,,91.7,3.820833333,91.7,3.820833333,,,,,,,,,,,,,,,,,,,Ke'Bryan Hayes,18577,663647
Adolis García,PHI,77.75,318.035,287.23,64.3967,38.7447,12.8502,0.5613,12.2406,35.4003,39.318,24.0117,0.318,88.1509,3.4984,2.3398,0.9553,,4.8768,1.557,0.224199,0.0755001,0.277173,0.272393,0.289854,0.400694,0.304387,0.690548,0.176495,4.10643,0.275698,0.019,-0.0125906,34.1863,-3.26111,89.9706,0.00640939,-0.711,-3.7514784540981054,-4.534999907016754,0.184482,213.99000549316406,,,,,,,312.5,4.006410256,312.5,4.006410256,,,,,,,,,,,,,,,,,,,Adolis Garcia,19287,666969
Samad Taylor,SDP,40.3,164.029,146.188,34.5764,24.9805,5.667,0.9832,2.9458,15.9952,14.9934,14.9759,0.0,40.1871,1.3122,1.1161,0.4371,,5.8167,1.6694,0.23652,0.0913002,0.245,0.372654,0.310923,0.349189,0.297756,0.660112,0.112669,5.45115,0.303641,-0.034,0.259932,16.7618,-2.552,90.8308,0.225932,-0.36,-1.5459874272346497,-1.9270000457763672,0.176963,999.0,,,,,,,155.1,3.8775,155.1,3.8775,,,,,,,,,,,,,,,,,,,Samad Taylor,22274,669392
Thomas Saggese,STL,16.84,67.4136,61.4693,14.8495,10.2457,2.9807,0.2559,1.3673,6.6897,6.842,4.4426,0.0,17.1069,0.7415,0.5015,0.2586,,0.9463,0.3377,0.241576,0.0659007,0.25376,0.259696,0.298319,0.365125,0.295744,0.663445,0.123549,4.38593,0.30996,0.011,-0.0309959,6.78035,-1.15734,87.8699,-0.0199959,0.211,-0.9833873230963945,0.5250000059604645,0.17172,999.0,,,,,,,58.0,3.411764705,58.0,3.411764705,,,,,,,,,,,,,,,,,,,Thomas Saggese,27883,695336
Bryce Eldridge,SFG,54.5,222.22,196.805,46.7391,29.0737,10.1152,0.2513,7.2989,23.5145,24.853,21.5109,1.5555,64.8866,1.7778,1.5389,0.5873,,0.5697,0.1919,0.23749,0.0968001,0.291993,0.331515,0.315964,0.402701,0.316638,0.718665,0.165212,2.23153,0.312625,-0.111,-0.233875,26.0649,-0.100638,102.304,-0.344875,0.034,0.2582198679447174,-5.636000074446201,0.171014,999.0,,,,,,,234.9,4.35,234.9,4.35,,,,,,,,,,,,,,,,,,,Bryce Eldridge,33390,805811
Everson Pereira,CHW,30.8,128.426,115.222,25.3737,15.7624,4.5791,0.2404,4.7918,13.7559,15.1138,10.2613,0.0,40.0513,1.6695,0.943,0.3304,,1.7565,0.5824,0.220215,0.0799002,0.311862,0.256204,0.291223,0.388892,0.30172,0.680115,0.168677,3.88765,0.288576,-0.073,-0.0342902,13.5308,-1.59091,89.238,-0.10729,0.296,-1.733411230146885,-1.1159999370574951,0.170158,999.0,,,,,,,123.5,3.983870967,123.5,3.983870967,,,,,,,,,,,,,,,,,,,Everson Pereira,23695,677592
Bo Naylor,CLE,10.48,41.4267,35.9978,7.6004,4.4433,1.642,0.0878,1.4274,4.5083,4.5949,4.6439,0.0414,10.4933,0.29,0.3189,0.1761,,0.3879,0.1293,0.211135,0.112099,0.253298,0.442559,0.303857,0.380587,0.305737,0.684445,0.169452,3.48082,0.253033,-0.003,-0.0249083,4.4978,-0.380034,93.409,-0.0279083,-0.242,-0.34914983436465263,0.6310000270605087,0.16845,574.2899780273438,,,,,,,39.0,3.9,39.0,3.9,,,,,,,,,,,,,,,,,,,Bo Naylor,21865,666310
Alejandro Osuna,TEX,17.39,71.1823,62.1701,15.4414,10.9788,2.9855,0.1837,1.2934,7.6242,6.7586,7.0328,0.0712,13.7023,1.2101,0.5126,0.2568,,2.1125,0.8094,0.248373,0.0987998,0.192496,0.513257,0.333932,0.364717,0.315655,0.698649,0.116344,4.47069,0.296685,0.036,-0.0109667,8.29319,-0.0882544,100.373,0.0250333,0.011,0.056265078485012054,-0.9230000153183937,0.167113,999.0,,,,,,,65.1,3.829411764,65.1,3.829411764,,,,,,,,,,,,,,,,,,,Alejandro Osuna,27915,696030
Tyler Heineman,TOR,10.54,40.6421,36.1117,7.7795,5.6214,1.4101,0.1399,0.6081,3.906,3.4587,3.2067,0.0,9.0099,0.8128,0.3109,0.2,,0.4197,0.1211,0.215429,0.078901,0.221689,0.355909,0.29175,0.312744,0.275786,0.604494,0.0973147,4.06369,0.267544,-0.056,-0.0168004,3.43879,-1.34666,72.4634,-0.0728004,0.084,-1.3895076140761375,0.9620000198483467,0.165729,999.0,,,,,,,33.1,3.009090909,33.1,3.009090909,,,,,,,,,,,,,,,,,,,Tyler Heineman,13897,623168
Alex Call,LAD,18.17,74.1275,63.0432,14.7156,10.0448,2.9338,0.1828,1.5542,8.468,7.3408,9.2141,0.0,13.9515,1.0378,0.5437,0.2888,,0.8657,0.33,0.233421,0.124301,0.188209,0.660438,0.338135,0.359715,0.317658,0.69785,0.126294,3.69614,0.273733,-0.026,-0.069734,8.75513,0.026899,101.107,-0.095734,-0.282,0.0009522140026092529,-0.7440000176429749,0.164404,999.0,,,,,,,80.4,4.466666666,80.4,4.466666666,,,,,,,,,,,,,,,,,,,Alex Call,19296,669743
Connor Wong,BOS,22.66,89.2478,80.3961,19.3939,12.9812,4.4432,0.1721,1.7974,9.1296,8.9798,6.524,0.0892,21.6587,1.2495,0.6903,0.3879,,1.2652,0.4609,0.241229,0.0730999,0.242681,0.301218,0.305733,0.367847,0.300696,0.67358,0.126618,3.92954,0.305334,-0.092,-0.0454862,9.32996,-1.17863,84.6101,-0.137486,-0.568,-1.7534660995006561,1.3199999928474426,0.160798,999.0,,,,,,,82.7,3.595652173,82.7,3.595652173,,,,,,,,,,,,,,,,,,,Connor Wong,19896,657136
Nick Madrigal,LAA,14.14,57.2239,51.5466,13.9925,10.6226,2.6382,0.2795,0.4522,5.5114,5.052,4.0228,0.0,5.5,1.03,0.4113,0.2132,,0.7122,0.2438,0.271453,0.0702993,0.0961136,0.731418,0.334065,0.359797,0.312681,0.693862,0.0883434,4.16222,0.294318,-0.042,-0.0405963,6.53083,-0.20707,95.772,-0.0825963,-0.335,-0.3672519624233246,-0.0990000069141388,0.157894,999.0,,,,,,,52.0,3.714285714,52.0,3.714285714,,,,,,,,,,,,,,,,,,,Nick Madrigal,20521,663611
Nicky Lopez,TEX,22.12,90.1902,80.2635,19.1701,15.0255,3.2003,0.4234,0.5209,8.7565,6.6544,7.7383,0.0,14.8487,1.0823,0.6498,0.4564,,1.5279,0.4461,0.23884,0.0857998,0.164638,0.521143,0.31193,0.308732,0.284196,0.620662,0.0698923,4.64685,0.284531,0.145,-0.00372044,8.23794,-2.38161,78.9823,0.14128,-0.071,-2.0889419466257095,0.45799998193979263,0.157309,999.0,,,,,,,75.3,3.422727272,75.3,3.422727272,,,,,,,,,,,,,,,,,,,Nicky Lopez,19339,670032
Darell Hernaiz,ATH,11.53,44.9152,40.2361,10.4103,7.6366,2.0444,0.1462,0.5831,4.8188,4.2586,3.7729,0.0,6.639,0.3593,0.3426,0.2043,,0.8065,0.2533,0.25873,0.0840006,0.147812,0.568293,0.325256,0.360283,0.308362,0.68554,0.101553,4.41507,0.29461,-0.028,-0.00494266,4.97088,-0.317716,91.1968,-0.0329427,0.044,-0.49813971295952797,0.3959999978542328,0.150884,999.0,,,,,,,45.1,3.758333333,45.1,3.758333333,,,,,,,,,,,,,,,,,,,Darell Hernaiz,26224,687231
Blake Dunn,CIN,43.2,192.481,170.042,39.9727,29.0248,6.7618,0.6304,3.5557,21.9041,15.8089,15.9182,0.0,52.4921,4.2346,1.2483,1.0372,,5.9469,1.4406,0.235075,0.0827003,0.272714,0.303249,0.314064,0.344987,0.298887,0.65905,0.109912,5.35041,0.316002,0.008,0.337943,19.8432,-2.82063,82.9579,0.345943,-0.582,-3.518647164106369,-1.1420000195503235,0.147866,999.0,,,,,,,186.2,4.330232558,186.2,4.330232558,,,,,,,,,,,,,,,,,,,Blake Dunn,29487,694362
Justin Foscue,TEX,23.13,94.4164,83.2602,18.8047,11.6213,4.6272,0.1138,2.4424,10.2014,9.6745,8.8563,0.0,19.1915,1.2274,0.6865,0.3861,,0.7851,0.2758,0.225855,0.0938005,0.203265,0.46147,0.307224,0.372167,0.304494,0.679391,0.146312,3.26772,0.262583,-0.015,-0.0710785,10.1571,-0.960053,92.7841,-0.0860785,0.191,-0.8876447826623917,-0.9969999641180038,0.146569,999.0,,,,,,,88.6,3.852173913,88.6,3.852173913,,,,,,,,,,,,,,,,,,,Justin Foscue,27501,679822
Brice Matthews,HOU,28.91,117.67,104.769,21.9017,14.0936,3.7576,0.7328,3.3176,12.4447,11.8039,10.2608,0.0,37.6435,1.2944,0.8603,0.4858,,4.259,1.4348,0.209048,0.0871996,0.319907,0.272578,0.285506,0.353899,0.286557,0.639405,0.144851,6.00923,0.287376,0.044,0.127359,10.9702,-2.88502,79.759,0.171359,0.034,-2.6308599412441254,-0.07499999552965164,0.146191,740.969970703125,,,,,,,101.5,3.5,101.5,3.5,,,,,,,,,,,,,,,,,,,Brice Matthews,33280,694728
Jorbit Vivas,WSN,31.09,124.238,107.909,25.4257,18.2335,5.3231,0.2193,1.6499,12.098,10.8241,12.3492,0.1242,18.6036,2.609,0.9197,0.4504,,1.9511,0.6927,0.235621,0.0993999,0.149742,0.663807,0.326236,0.334885,0.301989,0.661121,0.0992639,3.87482,0.268424,-0.01,-0.0690826,13.1162,-1.51227,89.9768,-0.0790826,-0.143,-1.5461515188217163,-1.0070000290870667,0.141933,999.0,,,,,,,111.3,3.59032258,111.3,3.59032258,,,,,,,,,,,,,,,,,,,Jorbit Vivas,23917,678391
Max Clark,DET,14.31,58.0359,50.7889,11.684,8.1761,2.1838,0.4077,0.9164,5.9895,5.23,6.1228,0.1161,12.0725,0.4643,0.4277,0.2323,,1.1999,0.3604,0.23005,0.1055,0.208018,0.507169,0.316089,0.343232,0.298181,0.659321,0.113182,5.26193,0.28167,-0.01,0.0145574,5.95028,-0.883234,86.8381,0.0045574,0.0,-0.8941493974998593,0.23899999260902405,0.141512,999.0,,,,,,,51.3,3.664285714,51.3,3.664285714,,,,,,,,,,,,,,,,,,,Max Clark,sa3022683,703601
Travis d'Arnaud,LAA,22.83,90.4937,81.9981,17.5411,10.9864,3.7632,0.1324,2.6591,8.8176,9.4253,6.0902,0.0,24.501,1.3574,0.6867,0.3613,,0.2886,0.0967,0.213921,0.0672997,0.270748,0.248569,0.277244,0.36033,0.284,0.637575,0.146409,2.81804,0.268025,-0.176,-0.0795823,8.25146,-2.40384,76.2698,-0.255582,-0.327,-2.7821115851402283,1.3869999945163727,0.14081,999.0,,,,,,,79.6,3.460869565,79.6,3.460869565,,,,,,,,,,,,,,,,,,,Travis d'Arnaud,7739,518595
Michael Conforto,CHC,36.08,149.028,128.949,29.1644,18.13,6.2342,0.2533,4.5469,16.6443,16.2736,16.5719,0.149,38.2334,1.9374,1.0803,0.4892,,0.6574,0.2168,0.22617,0.1112,0.256552,0.43344,0.320951,0.384228,0.316104,0.705179,0.158058,2.96141,0.282152,-0.057,-0.150723,17.4163,-0.131196,101.338,-0.207723,-0.57,0.027226343750953674,-3.3869999051094055,0.139896,999.0,,,,,,,156.7,4.352777777,156.7,4.352777777,,,,,,,,,,,,,,,,,,,Michael Conforto,16376,624424
Harry Ford,WSN,8.82,36.3486,31.2303,6.8278,4.6586,1.4243,0.0542,0.6907,3.8023,3.1761,4.1874,0.0,9.1755,0.5089,0.265,0.1571,,0.5211,0.1765,0.218627,0.115201,0.25243,0.456367,0.318419,0.334054,0.298622,0.652473,0.115426,3.89459,0.283743,0.0,-0.0177322,3.73957,-0.540348,87.6907,-0.0177322,0.006,-0.5448562223464251,0.7410000143572688,0.134782,725.52001953125,,,,,,,37.4,4.155555555,37.4,4.155555555,,,,,,,,,,,,,,,,,,,Harry Ford,29958,695670
Ryan Vilade,TBR,32.32,136.88,122.319,29.0223,19.5604,5.8479,0.6716,2.9423,14.2133,14.1112,11.8949,0.1369,33.0385,1.3688,0.9741,0.3226,,2.0821,0.7468,0.237267,0.0869003,0.241369,0.360031,0.309658,0.368218,0.303195,0.677876,0.130951,4.42644,0.298697,-0.007,-0.0630618,14.5831,-1.53402,89.6175,-0.0700618,-0.2,-1.742089219391346,-1.7839999943971634,0.131389,999.0,,,,,,,131.7,4.115625,131.7,4.115625,,,,,,,,,,,,,,,,,,,Ryan Vilade,22165,668723
Jorge Soler,LAA,62.68,271.302,237.549,52.2756,30.596,10.3845,0.6236,10.6715,30.837,32.9932,28.1882,0.2713,76.5146,3.2556,1.831,0.4776,,0.3275,0.1242,0.220062,0.1039,0.282028,0.368403,0.309129,0.403798,0.316503,0.712926,0.183735,2.5719,0.273362,-0.697,-0.312599,31.7925,-0.152265,98.3706,-1.0096,-0.297,-1.529701828956604,-6.737000048160553,0.129871,634.8099975585938,,,,,,,284.3,4.512698412,284.3,4.512698412,,,,,,,,,,,,,,,,,,,Jorge Soler,14221,624585
Heriberto Hernández,MIA,38.04,155.974,136.927,31.3701,19.6102,5.7184,0.8244,5.2171,17.36,17.7452,15.8313,0.156,43.0772,1.5597,1.1478,0.5078,,3.0639,1.0487,0.229101,0.1015,0.276182,0.36751,0.313645,0.397209,0.316008,0.710854,0.168108,4.88894,0.291299,-0.156,-0.0125719,18.216,-0.149322,98.1317,-0.168572,-0.068,-0.5118894875049591,-3.1750001162290573,0.128994,999.0,,,,,,,163.6,4.305263157,163.6,4.305263157,,,,,,,,,,,,,,,,,,,Heriberto Hernandez,24878,681715
Jesus Rodriguez,SFG,12.48,49.3216,44.0506,11.4448,8.5637,1.9758,0.1937,0.7116,5.1019,4.5592,4.1874,0.0986,7.6736,0.4932,0.3684,0.2219,,1.0252,0.3309,0.25981,0.0849,0.155583,0.545689,0.328422,0.36192,0.310035,0.690342,0.10211,4.42098,0.297865,0.001,-0.000328924,5.52455,-0.282878,97.8198,0.000671076,-0.284,-0.12601342564448714,0.37700000405311584,0.128154,999.0,,,,,,,46.7,3.891666666,46.7,3.891666666,,,,,,,,,,,,,,,,,,,Jesus Rodriguez,26991,683679
Starling Marte,KCR,33.19,138.986,125.868,33.476,23.8674,6.1942,0.3761,3.0383,15.2692,14.6597,9.2009,0.139,30.9888,2.5018,0.9956,0.4195,,2.8929,0.7551,0.265961,0.0662001,0.222963,0.29691,0.326043,0.393565,0.320172,0.719608,0.127604,4.64405,0.327862,-0.1,0.0811607,16.695,0.329959,99.03,-0.0188393,-0.151,-0.177451578900218,-3.4549998939037323,0.128088,999.0,,,,,,,143.3,4.342424242,143.3,4.342424242,,,,,,,,,,,,,,,,,,,Starling Marte,9241,516782
Enrique Hernández,LAD,23.78,94.3017,85.7032,19.7251,12.7685,4.0096,0.246,2.7011,10.1875,10.6512,6.9406,0.0,21.4772,0.5658,0.7092,0.3829,,0.375,0.1324,0.230156,0.0735999,0.22775,0.323161,0.289947,0.377233,0.29592,0.667181,0.147077,3.28336,0.273548,0.083,-0.0866975,9.49797,-1.6057,86.3463,-0.0036975,-0.22,-1.5206188992597163,-0.23599999956786633,0.126259,999.0,,,,,,,89.8,3.741666666,89.8,3.741666666,,,,,,,,,,,,,,,,,,,Enrique Hernandez,10472,571771
Jake Fraley,TBR,30.45,125.586,111.105,26.4647,17.9445,5.347,0.2391,2.9341,13.2399,13.1338,12.0437,0.2512,27.3873,1.1303,0.9663,0.3411,,3.5819,1.1623,0.238196,0.0959,0.218076,0.439755,0.316489,0.369851,0.30734,0.68634,0.131655,4.49604,0.287838,-0.082,0.0760873,13.7962,-0.991031,92.4358,-0.00591268,-0.346,-1.1235690349712968,-2.064999967813492,0.125308,999.0,,,,,,,121.1,4.036666666,121.1,4.036666666,,,,,,,,,,,,,,,,,,,Jake Fraley,19260,641584
Tommy Troy,ARI,19.39,73.1568,64.9395,16.0111,11.2642,3.1669,0.4922,1.0877,7.9671,6.9241,6.5549,0.0,16.4102,0.7316,0.5558,0.3751,,1.3483,0.3434,0.246554,0.0896007,0.224315,0.399441,0.320102,0.360727,0.306207,0.680829,0.114172,5.09456,0.310921,-0.022,0.0305364,7.97029,-0.643646,91.834,0.00853636,-0.077,-0.6952718254178762,-0.4000000134110451,0.125273,999.0,,,,,,,68.6,3.610526315,68.6,3.610526315,,,,,,,,,,,,,,,,,,,Tommy Troy,33279,694371
Pavin Smith,ARI,52.81,222.162,190.099,43.8921,28.6791,9.1802,0.6141,5.4187,24.4149,23.5166,28.77,0.4443,56.6494,1.1108,1.7392,0.4435,,1.4176,0.5217,0.230891,0.1295,0.254991,0.507861,0.332732,0.371158,0.317365,0.703889,0.140267,3.33681,0.296474,-0.427,-0.238297,26.1874,0.0286379,99.4114,-0.665298,0.153,-0.8193597346544266,-5.016000151634216,0.12408,999.0,,,,,,,224.3,4.232075471,224.3,4.232075471,,,,,,,,,,,,,,,,,,,Pavin Smith,19892,656976
Alex Jackson,MIN,13.19,50.5658,45.9892,9.2302,5.3878,2.0598,0.1072,1.6754,5.0982,5.3457,3.2969,0.0,16.3445,0.6574,0.3813,0.2411,,0.3306,0.0911,0.200704,0.0652001,0.323232,0.201713,0.261988,0.359445,0.275664,0.621433,0.158742,3.51693,0.266478,-0.017,-0.020731,4.27355,-1.68039,71.0217,-0.037731,-0.258,-1.7617199756205082,0.8409999907016754,0.122317,999.0,,,,,,,41.0,3.153846153,41.0,3.153846153,,,,,,,,,,,,,,,,,,,Alex Jackson,17276,656577
Nick Sogard,BOS,20.44,82.295,71.3103,16.7831,11.9485,3.6715,0.2242,0.939,8.0185,6.9891,9.4722,0.0823,17.8204,0.6584,0.5907,0.2635,,1.4442,0.4969,0.235353,0.1151,0.216543,0.531537,0.328089,0.332632,0.301864,0.660722,0.0972791,4.14597,0.298149,-0.12,-0.0315054,8.67997,-1.00996,85.4039,-0.151505,-0.185,-1.5647419393062592,-0.13600000366568565,0.121822,999.0,,,,,,,77.1,3.855,77.1,3.855,,,,,,,,,,,,,,,,,,,Nick Sogard,25483,686765
Kaelen Culpepper,MIN,8.53,34.5707,30.8795,7.253,4.9478,1.3058,0.0764,0.923,3.692,3.5621,2.8141,0.0,7.4296,0.484,0.2548,0.1384,,0.761,0.2325,0.234881,0.0814013,0.21491,0.378769,0.306429,0.371787,0.303494,0.678217,0.136906,4.38812,0.277855,0.0,0.0131487,3.69138,-0.379189,89.9443,0.0131487,0.0,-0.3958507012575865,0.3319999873638153,0.117642,999.0,,,,,,,31.4,3.488888888,31.4,3.488888888,,,,,,,,,,,,,,,,,,,Kaelen Culpepper,sa3025360,701785
Nick Allen,HOU,13.14,51.776,46.5322,10.8391,8.0649,2.101,0.0964,0.5769,4.9789,4.3253,4.2042,0.0,10.4139,0.4142,0.3897,0.2357,,1.1078,0.3792,0.232938,0.0811998,0.201134,0.40371,0.299911,0.319428,0.28119,0.619339,0.0864907,4.28809,0.285608,0.02,-0.00117391,4.60468,-1.49175,76.1095,0.0188261,0.419,-1.436492595821619,0.7630000114440918,0.117155,999.0,,,,,,,43.7,3.361538461,43.7,3.361538461,,,,,,,,,,,,,,,,,,,Nick Allen,22277,669397
Javier Báez,DET,23.81,91.3747,85.5494,20.0039,13.6816,3.7116,0.3367,2.274,9.0684,9.5712,3.5819,0.0,20.7628,1.0965,0.6987,0.4482,,1.3856,0.3617,0.233829,0.0392001,0.227227,0.172515,0.271453,0.364829,0.280738,0.636282,0.131,4.52831,0.280486,0.078,0.0314992,8.09339,-2.66563,74.978,0.109499,-0.468,-2.5804963186383247,0.5,0.115636,740.6500244140625,,,,,,,73.3,3.054166666,73.3,3.054166666,,,,,,,,,,,,,,,,,,,Javier Baez,12979,595879
Cody Freeman,TEX,12.61,51.593,47.4612,11.6661,7.9308,2.3719,0.0835,1.28,5.3898,5.432,3.1936,0.0516,7.6792,0.3612,0.3729,0.2042,,0.5978,0.2035,0.245803,0.0618998,0.148842,0.415877,0.29619,0.380207,0.299299,0.676398,0.134405,3.52433,0.267167,-0.01,-0.0244801,5.33584,-0.739046,89.2515,-0.0344801,-0.021,-0.6869218684732914,-0.004999998956918716,0.114615,999.0,,,,,,,46.3,3.561538461,46.3,3.561538461,,,,,,,,,,,,,,,,,,,Cody Freeman,25629,683227
Ali Sánchez,NYY,10.77,41.5007,37.5501,8.1147,5.7358,1.431,0.0611,0.8869,4.0624,3.8743,3.1458,0.0,10.3826,0.2905,0.3145,0.1999,,0.2774,0.0857,0.216103,0.0758011,0.250179,0.302988,0.279679,0.328327,0.273757,0.608006,0.112223,3.37188,0.271772,-0.039,-0.0282553,3.44409,-1.44246,71.6077,-0.0672553,0.018,-1.453563541173935,0.9150000140070915,0.114109,999.0,,,,,,,28.1,2.554545454,28.1,2.554545454,,,,,,,,,,,,,,,,,,,Ali Sanchez,18551,645305
Colby Thomas,ATH,13.39,57.6979,52.8647,12.6896,7.5676,2.9125,0.1528,2.0567,6.8283,7.0371,3.4446,0.0,16.663,0.8078,0.4039,0.1769,,0.7565,0.2686,0.240039,0.0597006,0.288797,0.206721,0.294536,0.417628,0.312642,0.712164,0.177589,4.40978,0.307764,0.01,-0.0214903,6.58313,-0.210577,94.1071,-0.0114903,0.034,-0.41152041777968407,-0.5079999938607216,0.113289,748.5900268554688,,,,,,,61.2,4.707692307,61.2,4.707692307,,,,,,,,,,,,,,,,,,,Colby Thomas,31855,687515
Agustín Ramírez,MIA,20.36,89.0464,80.2358,19.3038,11.7749,4.3174,0.2697,2.9418,10.3867,10.5231,6.8922,0.2671,18.0771,1.0686,0.6383,0.2116,,2.472,0.7551,0.240588,0.0774001,0.203008,0.381267,0.306913,0.411113,0.315878,0.718026,0.170525,5.03008,0.27336,-0.073,0.0815239,10.3904,-0.0945004,98.0435,0.00852389,-1.037,-0.19672980345785618,-1.6339999437332153,0.112735,86.8499984741211,,,,,,,91.2,4.56,91.2,4.56,,,,,,,,,,,,,,,,,,,Agustin Ramirez,26546,682663
Jose Siri,LAA,26.36,105.695,96.2394,20.1539,12.2827,3.8142,0.543,3.514,10.7226,11.4577,7.1133,0.0,35.599,1.1626,0.7917,0.3881,,2.1525,0.6466,0.209414,0.0673002,0.336808,0.199817,0.269971,0.36987,0.283227,0.639841,0.160456,5.20293,0.2873,0.081,0.0563606,9.57226,-2.87294,75.7446,0.137361,0.688,-2.87888140976429,0.24900001287460327,0.110944,999.0,,,,,,,95.9,3.688461538,95.9,3.688461538,,,,,,,,,,,,,,,,,,,Jose Siri,17452,642350
Reese McGuire,CHW,10.69,41.4418,37.8143,8.3881,5.8963,1.5425,0.0985,0.8508,3.9516,3.9395,2.6937,0.0,9.7561,0.4144,0.3183,0.201,,0.3235,0.0988,0.221823,0.0649996,0.235417,0.276104,0.278759,0.335323,0.275235,0.614081,0.113499,3.49066,0.273828,-0.063,-0.0235211,3.48819,-1.39142,71.2294,-0.0865211,-0.08,-1.489306554198265,0.8109999746084213,0.105874,999.0,,,,,,,31.0,2.818181818,31.0,2.818181818,,,,,,,,,,,,,,,,,,,Reese McGuire,15674,624512
Miles Mastrobuoni,SEA,11.34,45.1292,39.6835,9.2576,6.7359,1.9013,0.1181,0.5024,4.484,3.804,4.6889,0.0451,9.4844,0.2256,0.3389,0.1922,,1.4587,0.4114,0.233286,0.1039,0.210161,0.49438,0.315378,0.325133,0.291811,0.64051,0.0918467,4.93496,0.291494,-0.036,0.0615062,4.39701,-0.916784,89.2774,0.0255062,-0.274,-0.5438193958252668,-0.021999984979629517,0.104282,999.0,,,,,,,42.5,3.863636363,42.5,3.863636363,,,,,,,,,,,,,,,,,,,Miles Mastrobuoni,20017,670156
George Valera,CLE,24.23,101.271,89.7322,20.6053,13.1495,3.8859,0.3065,3.2634,10.928,11.4318,9.9144,0.0,25.3404,0.6076,0.7599,0.2568,,0.7702,0.2878,0.229631,0.0978997,0.250224,0.391249,0.308148,0.388873,0.310388,0.697021,0.159242,3.49755,0.280213,-0.036,-0.0893966,11.3721,-0.552218,96.5715,-0.125397,0.0,-0.5338910818099976,-2.0190000534057617,0.102919,748.3099975585938,,,,,,,102.3,4.2625,102.3,4.2625,,,,,,,,,,,,,,,,,,,George Valera,22541,671655
Christopher Morel,MIA,28.57,118.66,104.851,22.842,13.6185,4.7482,0.3136,4.1617,12.8844,13.6846,11.3321,0.1187,35.6912,1.3053,0.8593,0.313,,1.902,0.7507,0.217852,0.0955002,0.300784,0.317504,0.29979,0.388194,0.305851,0.687984,0.170342,4.19648,0.283648,0.174,-0.0659904,12.8941,-1.07774,91.235,0.10801,0.738,-1.1173147112131119,-1.643000066280365,0.102688,999.0,,,,,,,112.9,3.893103448,112.9,3.893103448,,,,,,,,,,,,,,,,,,,Christopher Morel,21897,666624
