Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Bobby Witt Jr.,KCR,87.73,397.663,356.563,102.731,61.6116,22.6535,2.5366,15.9289,60.5494,52.5095,33.0856,3.9766,68.1748,3.579,2.7841,1.6515,,22.33,7.1291,0.288114,0.0832001,0.171439,0.485305,0.351998,0.499895,0.367339,0.851893,0.211781,6.50903,0.315364,1.304,1.042,62.7726,15.9493,131.102,2.346,3.72,16.897380590438843,8.10700011253357,3.98276,3.0999999046325684,,,,,,,587.2,6.672727272,587.2,6.672727272,,,,,,,,,,,,,,,,,,,Bobby Witt Jr.,25764,677951
Juan Soto,NYM,88.52,395.807,313.755,85.6736,49.4343,13.6087,1.1692,21.4613,63.3134,58.1462,76.3115,6.3329,66.7356,1.979,2.8767,0.8846,,12.2006,4.2201,0.273059,0.1928,0.168607,1.14349,0.415181,0.52909,0.407522,0.944271,0.256031,4.64697,0.281097,-0.38,0.0659803,75.203,28.5983,164.927,-0.31402,-3.47,29.96203663945198,-8.634000062942505,3.46209,4.650000095367432,,,,,,,656.9,7.380898876,656.9,7.380898876,,,,,,,,,,,,,,,,,,,Juan Soto,20123,665742
Julio Rodríguez,SEA,87.02,391.198,353.204,94.6835,58.6157,17.3269,1.0123,17.7286,53.829,53.4416,29.3008,1.956,83.2854,4.6944,2.7967,1.2029,,13.0553,3.8776,0.268071,0.0749001,0.212898,0.351812,0.329949,0.47344,0.348956,0.803389,0.20537,5.30732,0.3018,0.325,0.540218,55.9989,9.93673,128.133,0.865218,2.839,13.813860595226288,4.171000003814697,3.24241,9.489999771118164,,,,,,,518.7,5.962068965,518.7,5.962068965,,,,,,,,,,,,,,,,,,,Julio Rodriguez,23697,677594
Junior Caminero,TBR,90.81,404.853,361.618,98.4643,56.4,17.4601,0.4757,24.1286,58.3655,63.8404,36.8011,2.0243,73.1554,2.4291,2.8729,1.1312,,2.9818,1.0917,0.272288,0.0909,0.180696,0.503054,0.341063,0.523374,0.37221,0.864437,0.251086,3.14242,0.278195,-0.053,-0.347257,65.4852,17.8153,136.545,-0.400257,-0.852,17.006864547729492,0.15699994564056396,3.20758,16.479999542236328,,,,,,,581.6,6.391208791,581.6,6.391208791,,,,,,,,,,,,,,,,,,,Junior Caminero,28163,691406
Gunnar Henderson,BAL,86.84,394.249,345.605,89.4001,53.5774,17.9124,2.1544,15.756,56.0348,48.5291,40.3711,1.577,85.0879,3.9425,2.7025,1.6282,,12.0847,3.6506,0.258677,0.1024,0.215823,0.474463,0.340567,0.459743,0.350044,0.80031,0.201066,5.75071,0.297596,1.124,0.409247,56.7788,10.3575,123.795,1.53325,-0.73,12.570537447929382,3.611999988555908,3.06924,12.510000228881836,,,,,,,510.0,5.862068965,510.0,5.862068965,,,,,,,,,,,,,,,,,,,Gunnar Henderson,26289,683002
Yordan Alvarez,HOU,80.87,364.682,304.187,90.2045,51.5854,17.5447,0.638,20.4363,59.0898,55.1966,51.1649,8.7524,62.4497,5.4702,2.5913,1.2683,,1.7526,0.5905,0.296543,0.1403,0.171244,0.819298,0.404056,0.559964,0.410328,0.964021,0.263422,3.12202,0.311615,-0.664,-0.418539,70.108,27.1681,163.918,-1.08254,-0.101,26.3421950340271,-9.163999728858471,3.06476,33.38999938964844,,,,,,,614.9,7.591358024,614.9,7.591358024,,,,,,,,,,,,,,,,,,,Yordan Alvarez,19556,670541
Shohei Ohtani,LAD,87.75,406.821,338.28,91.9015,48.5625,15.9302,3.1616,24.2472,71.8922,57.2152,60.3315,9.7637,97.3909,3.2546,2.5034,2.4508,,11.6158,3.4501,0.271673,0.1483,0.239395,0.619478,0.384518,0.55249,0.397368,0.937008,0.280817,6.22493,0.308718,0.11,0.365564,73.9912,26.0896,155.233,0.475564,0.0,26.948193609714508,-10.237000465393066,3.02613,1.2699999809265137,,,,,,,669.7,7.610227272,669.7,7.610227272,,,,,,,,,,,,,,,,,,,Shohei Ohtani,19755,660271
Fernando Tatis Jr.,SDP,88.89,407.97,354.481,96.091,61.8027,17.6903,1.294,15.304,59.2245,45.9711,44.5911,2.0399,79.3329,4.0797,2.6248,2.1931,,18.2283,4.8455,0.271075,0.1093,0.194458,0.562076,0.356752,0.457799,0.357622,0.814551,0.186724,5.61857,0.307796,0.322,1.0836,61.228,13.1911,131.482,1.4056,1.672,16.536889910697937,-1.4899998903274536,2.85983,14.010000228881836,,,,,,,549.7,6.176404494,549.7,6.176404494,,,,,,,,,,,,,,,,,,,Fernando Tatis Jr.,19709,665487
Nick Kurtz,ATH,87.93,399.301,328.286,85.8449,45.999,16.2678,1.2622,22.316,64.5335,55.3358,63.7683,5.9895,112.569,2.7951,2.646,1.8057,,5.1844,1.5573,0.261495,0.1597,0.281916,0.566481,0.383422,0.522671,0.389814,0.906092,0.261176,4.48234,0.32405,-0.092,-0.166417,70.2103,23.1942,146.581,-0.258417,-0.544,21.624631732702255,-7.872000098228455,2.83914,19.8700008392334,,,,,,,617.4,7.01590909,617.4,7.01590909,,,,,,,,,,,,,,,,,,,Nick Kurtz,35110,701762
Corbin Carroll,ARI,88.02,397.618,342.201,88.2807,48.7223,16.3414,7.189,16.028,60.1956,51.6994,45.9249,1.5905,82.094,5.169,2.7723,1.5511,,16.8237,4.2851,0.257979,0.1155,0.206464,0.559418,0.351897,0.488263,0.364999,0.84016,0.230284,7.5506,0.292697,1.96,1.08663,62.0212,15.2032,131.757,3.04663,1.371,17.922807216644287,-2.9019997119903564,2.8236,14.100000381469727,,,,,,,561.6,6.381818181,561.6,6.381818181,,,,,,,,,,,,,,,,,,,Corbin Carroll,25878,682998
José Ramírez,CLE,86.01,385.102,337.536,91.1668,54.4704,19.8241,0.9833,15.889,54.526,51.4629,41.1289,8.8574,47.9976,2.6957,2.797,0.9446,,21.8068,5.4858,0.270095,0.1068,0.124636,0.856895,0.351396,0.475874,0.354415,0.827269,0.205779,5.59092,0.272305,0.012,1.63724,56.8081,11.4637,126.508,1.64924,-0.065,13.659478068351746,0.4230000078678131,2.82184,6.28000020980835,,,,,,,545.5,6.343023255,545.5,6.343023255,,,,,,,,,,,,,,,,,,,Jose Ramirez,13510,608070
Kevin McGonigle,DET,87.95,402.893,344.75,91.622,60.5216,19.3186,3.0213,8.7605,54.2597,37.9805,50.2004,0.0,56.1253,3.2231,2.5944,2.125,,9.0618,2.5858,0.265764,0.1246,0.139306,0.894434,0.361919,0.415561,0.347576,0.777481,0.149798,5.55813,0.293358,0.528,0.148097,57.2281,9.78898,120.425,0.676097,-0.684,10.357660591602325,2.950000047683716,2.80658,999.0,,,,,,,494.7,5.621590909,494.7,5.621590909,,,,,,,,,,,,,,,,,,,Kevin McGonigle,33572,805808
Ketel Marte,ARI,84.46,389.142,339.124,93.2161,56.5155,18.9602,1.7711,15.9693,57.7044,46.8805,41.4825,2.3349,61.6867,3.8914,2.4611,2.1824,,2.7863,0.7997,0.274873,0.1066,0.15852,0.672471,0.358151,0.482497,0.366279,0.840648,0.207624,4.1668,0.29268,-0.035,-0.298076,61.0975,15.2776,132.626,-0.333076,-0.607,14.624488830566406,-0.22299998998641968,2.73285,32.63999938964844,,,,,,,536.6,6.388095238,536.6,6.388095238,,,,,,,,,,,,,,,,,,,Ketel Marte,13613,606466
William Contreras,MIL,84.51,371.424,322.734,87.0719,58.2644,16.845,0.4047,11.5578,45.8249,46.0822,43.271,2.2285,64.9019,2.2285,2.5908,0.5996,,3.134,1.1533,0.269794,0.1165,0.174738,0.666714,0.357504,0.431933,0.348763,0.789437,0.162139,3.05676,0.303433,-0.449,-0.384085,53.1112,9.37738,122.475,-0.833085,0.535,9.001647353172302,5.447000205516815,2.72039,56.560001373291016,,,,,,,464.2,5.46117647,464.2,5.46117647,,,,,,,,,,,,,,,,,,,William Contreras,20503,661388
Mookie Betts,LAD,85.56,378.746,330.366,87.9205,55.0844,17.4054,1.5465,13.8842,52.4917,50.3541,42.1924,1.1362,45.3922,2.6512,2.5661,0.9713,,4.7032,1.5015,0.266131,0.1114,0.119849,0.929508,0.351437,0.454259,0.354137,0.805696,0.188128,4.20794,0.270546,-0.155,-0.198555,55.7864,11.1905,125.878,-0.353555,-0.914,11.193480134010315,3.363999903202057,2.71509,60.58000183105469,,,,,,,494.0,5.744186046,494.0,5.744186046,,,,,,,,,,,,,,,,,,,Mookie Betts,13611,605141
Elly De La Cruz,CIN,80.53,357.809,315.544,82.8585,48.8826,16.8486,2.9173,14.2099,48.9649,47.5504,36.425,2.5047,93.5902,2.5047,2.6212,0.7147,,19.4194,5.9987,0.26259,0.1018,0.261565,0.389197,0.341053,0.469575,0.352192,0.810628,0.206985,6.7252,0.326331,1.22,0.971224,52.1456,10.015,119.154,2.19122,0.848,10.265547752380371,4.394999921321869,2.65774,8.449999809265137,,,,,,,483.1,5.96419753,483.1,5.96419753,,,,,,,,,,,,,,,,,,,Elly De La Cruz,26668,682829
Cal Raleigh,SEA,67.42,299.643,256.853,56.1714,28.9936,10.2193,0.1992,16.7593,40.6658,41.7125,37.1258,3.5957,82.1159,2.6968,2.1297,0.838,,3.834,1.3192,0.218691,0.1239,0.274046,0.452115,0.321259,0.455774,0.33677,0.777034,0.237084,3.65677,0.24616,-0.746,-0.119805,39.9719,4.69004,119.848,-0.865805,0.745,6.13124144077301,3.728999972343445,2.57464,18.729999542236328,,,,,,,370.2,5.525373134,370.2,5.525373134,,,,,,,,,,,,,,,,,,,Cal Raleigh,21534,663728
Vladimir Guerrero Jr.,TOR,86.88,385.784,331.107,97.0748,61.8956,18.7724,0.2897,16.117,53.6444,54.5551,47.4129,5.7868,49.5005,3.8578,2.8638,0.5423,,3.8236,1.4286,0.293182,0.1229,0.128311,0.957827,0.385071,0.497656,0.382383,0.882727,0.204474,3.18406,0.301683,-0.32,-0.390053,65.5402,20.1156,144.945,-0.710053,-0.727,19.689874172210693,-8.056999921798706,2.57403,18.049999237060547,,,,,,,575.5,6.614942528,575.5,6.614942528,,,,,,,,,,,,,,,,,,,Vladimir Guerrero Jr.,19611,665489
Pete Crow-Armstrong,CHC,87.98,374.679,340.288,84.7028,50.6775,16.2088,3.0832,14.7333,49.2385,46.5773,24.3916,1.124,90.1764,5.6202,2.606,1.7731,,19.3561,5.7166,0.248915,0.0651,0.240676,0.270488,0.307623,0.444558,0.327706,0.752181,0.195643,7.07953,0.294008,0.734,1.1047,47.2647,3.14767,109.216,1.8387,5.782,5.906917929649353,7.2480000257492065,2.55861,32.939998626708984,,,,,,,449.8,5.111363636,449.8,5.111363636,,,,,,,,,,,,,,,,,,,Pete Crow-Armstrong,27769,691718
JJ Wetherholt,STL,89.18,413.237,356.813,92.8869,63.2951,16.9843,0.7165,11.891,56.259,39.7648,43.5139,1.6529,70.2565,7.8515,2.5303,2.5285,,8.9306,2.2048,0.260324,0.1053,0.170015,0.619358,0.351228,0.411916,0.340102,0.763144,0.151593,4.70116,0.292197,0.302,0.28312,56.2269,7.56972,117.991,0.585119,0.569,9.343734979629517,2.121000051498413,2.51094,999.0,,,,,,,499.1,5.607865168,499.1,5.607865168,,,,,,,,,,,,,,,,,,,JJ Wetherholt,34985,802139
Geraldo Perdomo,ARI,88.86,381.388,324.468,85.7055,59.6982,15.8996,2.7757,7.332,46.388,39.2184,49.0083,0.3814,48.8324,4.1953,2.6842,1.0322,,12.3597,4.0542,0.264142,0.1285,0.128039,1.0036,0.365208,0.398044,0.343382,0.763252,0.133902,5.34812,0.289214,0.252,0.212844,52.894,7.98705,117.078,0.464844,-0.233,8.138254791498184,4.209999844431877,2.49795,76.7699966430664,,,,,,,457.5,5.140449438,457.5,5.140449438,,,,,,,,,,,,,,,,,,,Geraldo Perdomo,22799,672695
Francisco Lindor,NYM,73.56,337.924,295.593,75.1479,47.0655,14.0239,1.1562,12.9023,47.7215,37.9068,32.6434,0.6758,61.9562,5.7447,2.1487,1.7941,,11.0539,2.8504,0.254228,0.0965999,0.183344,0.526879,0.337775,0.440441,0.343229,0.778215,0.186213,5.48032,0.279275,-0.308,0.592452,46.8246,7.03537,121.27,0.284452,0.784,8.752245932817459,4.142999947071075,2.41293,25.350000381469727,,,,,,,422.0,5.702702702,422.0,5.702702702,,,,,,,,,,,,,,,,,,,Francisco Lindor,12916,596019
Bryce Harper,PHI,87.86,389.044,330.203,89.254,51.2841,19.7825,0.7101,17.4773,53.8643,55.8504,52.8322,3.8904,80.4043,2.7233,2.9154,0.3705,,6.4078,2.2048,0.270301,0.1358,0.206672,0.657082,0.372574,0.493299,0.375973,0.865873,0.222998,3.90295,0.305126,0.109,-0.168168,64.0992,18.2907,138.58,-0.0591675,0.163,17.62386929988861,-7.218999966979027,2.32423,47.900001525878906,,,,,,,565.7,6.42840909,565.7,6.42840909,,,,,,,,,,,,,,,,,,,Bryce Harper,11579,547180
James Wood,WSN,87.02,401.275,337.114,86.9161,49.554,18.5363,0.5623,18.2635,60.1684,46.9383,56.1785,5.2166,114.551,3.2102,2.5247,2.2478,,11.7185,3.5998,0.257824,0.14,0.285468,0.490423,0.366654,0.478674,0.367429,0.845328,0.22085,4.76371,0.331938,0.265,0.317589,63.3717,16.1231,134.414,0.582589,-0.718,16.851706743240356,-6.961999952793121,2.31125,37.790000915527344,,,,,,,568.8,6.537931034,568.8,6.537931034,,,,,,,,,,,,,,,,,,,James Wood,29518,695578
Adley Rutschman,BAL,76.49,337.971,293.384,75.1057,47.896,15.2686,1.1584,10.7827,41.6226,41.4457,39.9144,0.6759,51.0487,1.6899,2.4913,0.4919,,0.9426,0.354,0.255998,0.1181,0.151045,0.781889,0.345829,0.426197,0.342082,0.772026,0.170199,2.9202,0.274834,-0.22,-0.427147,46.5211,6.72634,118.382,-0.647147,0.055,6.66197007894516,2.485000066459179,2.30246,148.92999267578125,,,,,,,407.5,5.361842105,407.5,5.361842105,,,,,,,,,,,,,,,,,,,Adley Rutschman,26288,668939
Bo Bichette,NYM,88.84,401.346,367.006,101.458,70.1659,19.0204,1.1305,11.1409,50.3284,45.2665,27.6126,0.4013,67.1253,2.4081,2.7479,1.5721,,2.8384,0.9013,0.276447,0.0687999,0.16725,0.411359,0.328882,0.425502,0.332285,0.754384,0.149055,3.77676,0.309848,0.12,-0.330558,52.0989,4.84185,113.838,-0.210558,1.228,6.332557514309883,2.7690000534057617,2.23097,92.86000061035156,,,,,,,455.7,5.120224719,455.7,5.120224719,,,,,,,,,,,,,,,,,,,Bo Bichette,19612,666182
Dillon Dingler,DET,65.4,278.601,251.433,61.9216,37.9667,12.7949,0.6663,10.4937,32.1071,35.9535,20.4493,0.2786,63.7383,4.179,1.9935,0.5462,,0.4809,0.1707,0.246275,0.0733999,0.22878,0.320832,0.311269,0.427669,0.32485,0.738938,0.181395,2.53281,0.286995,0.081,-0.303896,34.5082,1.70396,104.972,-0.222896,0.893,1.4067877978086472,6.342999815940857,2.22098,254.6199951171875,,,,,,,305.6,4.701538461,305.6,4.701538461,,,,,,,,,,,,,,,,,,,Dillon Dingler,27464,693307
Michael Harris II,ATL,84.6,361.68,338.234,93.5541,60.5773,16.4761,1.9124,14.5883,46.4568,47.2348,16.5288,0.3617,68.56,2.8934,2.4942,1.5297,,8.9118,2.5873,0.276596,0.0457001,0.18956,0.241085,0.313692,0.466009,0.338744,0.779701,0.189413,5.24998,0.306569,0.297,0.299186,48.8187,6.2323,114.443,0.596186,2.315,6.750317811965942,3.472000002861023,2.21687,99.06999969482422,,,,,,,455.9,5.363529411,455.9,5.363529411,,,,,,,,,,,,,,,,,,,Michael Harris II,25931,671739
Corey Seager,TEX,76.75,344.747,299.257,76.772,46.664,14.6404,0.2744,15.1931,46.3969,44.7497,38.8875,5.516,69.9065,3.1027,2.4775,1.0225,,1.6396,0.5642,0.256542,0.1128,0.202776,0.556279,0.345515,0.459606,0.348682,0.805121,0.203064,2.8405,0.284252,-0.734,-0.343861,49.2741,8.68144,122.83,-1.07786,-1.108,8.182267904281616,1.13100004196167,2.18967,95.08999633789062,,,,,,,443.7,5.762337662,443.7,5.762337662,,,,,,,,,,,,,,,,,,,Corey Seager,13624,608369
Isaac Paredes,HOU,86.09,376.111,319.694,76.8018,46.0742,14.7792,0.5472,15.4013,47.6251,48.701,44.4939,0.3761,64.0027,8.6505,2.6571,0.6152,,0.6635,0.2606,0.240235,0.1183,0.17017,0.695188,0.346066,0.434414,0.346695,0.780479,0.194178,2.28224,0.252732,-0.301,-0.497711,53.1589,8.87331,120.65,-0.798711,-1.18,8.33924800157547,-0.4549999237060547,2.15632,243.60000610351562,,,,,,,462.3,5.375581395,462.3,5.375581395,,,,,,,,,,,,,,,,,,,Isaac Paredes,20036,670623
Maikel Garcia,KCR,87.9,392.991,352.216,95.7021,65.8442,20.1299,2.4671,7.2608,48.3122,39.3619,35.0941,0.0,57.4816,1.572,2.6737,1.4351,,13.5358,3.9749,0.271714,0.0893001,0.146267,0.610528,0.338057,0.404719,0.330201,0.742776,0.133005,5.69709,0.304815,0.55,0.533612,50.3591,4.08596,105.849,1.08361,1.978,3.7881100177764893,3.474000096321106,2.15339,63.150001525878906,,,,,,,447.2,5.081818181,447.2,5.081818181,,,,,,,,,,,,,,,,,,,Maikel Garcia,22715,672580
Trea Turner,PHI,87.9,402.611,366.729,98.1112,67.4758,17.9753,1.8228,10.8373,53.3839,41.6667,27.9815,0.4026,76.7564,3.2209,2.6524,2.0274,,17.8452,3.655,0.26753,0.0695,0.190646,0.364549,0.322813,0.41514,0.325623,0.737953,0.14761,6.16728,0.309715,1.115,1.54915,50.1173,2.71138,104.39,2.66415,-0.928,4.746640205383301,3.4670000076293945,2.14436,26.780000686645508,,,,,,,464.8,5.281818181,464.8,5.281818181,,,,,,,,,,,,,,,,,,,Trea Turner,16252,607208
Jeremy Peña,HOU,84.46,384.409,348.691,92.7095,62.8428,18.1669,0.9763,10.7235,49.087,38.9196,24.2947,0.7688,65.8678,6.9194,2.4358,2.0679,,10.5544,3.2062,0.265878,0.0632001,0.171348,0.36884,0.324118,0.415839,0.326735,0.739957,0.149961,4.96934,0.298635,0.55,0.301519,48.1936,2.93092,107.079,0.851519,-0.918,4.052932679653168,3.305000066757202,2.13236,122.9800033569336,,,,,,,438.6,5.221428571,438.6,5.221428571,,,,,,,,,,,,,,,,,,,Jeremy Pena,21636,665161
Ronald Acuña Jr.,ATL,69.41,319.822,266.112,72.0811,46.4301,12.2021,1.1338,12.315,49.6003,35.471,46.0864,2.2388,66.1555,3.8379,2.0026,1.7834,,15.9755,4.4797,0.270867,0.1441,0.206851,0.696637,0.383618,0.464074,0.373472,0.847692,0.193207,5.88896,0.315149,0.7,0.85893,52.0543,14.3965,138.025,1.55893,-1.409,15.886270523071289,-5.195999979972839,2.12898,5.260000228881836,,,,,,,459.7,6.66231884,459.7,6.66231884,,,,,,,,,,,,,,,,,,,Ronald Acuna Jr.,18401,660670
Gabriel Moreno,ARI,60.89,257.455,226.814,62.2565,42.7086,12.329,0.6268,6.5921,30.1795,30.683,26.1574,0.7724,44.6144,2.0596,1.8901,0.5334,,3.3218,1.2224,0.274482,0.1016,0.17329,0.586299,0.352145,0.421558,0.343029,0.773703,0.147076,3.6474,0.313606,0.172,-0.20866,35.6332,5.31883,116.838,-0.0366598,1.031,5.070446368306875,5.721000075340271,2.11656,181.22000122070312,,,,,,,313.4,5.137704918,313.4,5.137704918,,,,,,,,,,,,,,,,,,,Gabriel Moreno,22664,672515
Xavier Edwards,MIA,85.54,380.481,336.144,96.6595,74.4785,14.3264,3.7411,4.1135,45.2361,35.1775,38.6188,2.2829,50.388,1.9024,2.4887,1.3265,,16.0314,4.4691,0.287553,0.1015,0.132432,0.766429,0.361807,0.389144,0.335145,0.750951,0.101591,6.2005,0.325715,0.632,0.77594,50.261,5.4608,111.127,1.40794,0.758,6.395507216453552,2.184000015258789,2.10999,182.42999267578125,,,,,,,450.4,5.237209302,450.4,5.237209302,,,,,,,,,,,,,,,,,,,Xavier Edwards,22266,669364
Kyle Tucker,LAD,87.97,377.964,319.842,82.0204,49.135,15.8477,1.5846,15.4531,53.1563,50.3751,52.2725,2.2678,62.3692,2.2678,2.6442,0.9376,,9.241,2.2243,0.25644,0.1383,0.165013,0.838114,0.362204,0.460842,0.361241,0.823046,0.204401,5.06456,0.272076,0.042,0.398638,57.8191,13.3152,130.701,0.440638,-1.104,14.111701875925064,-5.501999735832214,2.10492,13.130000114440918,,,,,,,511.5,5.8125,511.5,5.8125,,,,,,,,,,,,,,,,,,,Kyle Tucker,18345,663656
Zach Neto,LAA,86.98,397.327,349.939,82.9648,48.6965,18.1215,0.9632,15.1836,52.9033,41.9019,33.0576,1.9866,102.777,9.5359,2.493,2.3017,,16.6581,5.4642,0.237084,0.0831999,0.258671,0.321644,0.317849,0.424541,0.326581,0.74239,0.187458,5.80467,0.289081,0.223,0.617068,49.7643,2.98053,105.224,0.840068,-1.188,3.281889855861664,3.1610000133514404,2.08527,32.29999923706055,,,,,,,461.0,5.298850574,461.0,5.298850574,,,,,,,,,,,,,,,,,,,Zach Neto,31347,687263
Nico Hoerner,CHC,87.98,378.705,340.342,94.8687,70.7948,17.877,1.1124,5.0844,44.1541,35.1298,28.4408,0.3787,33.1833,5.6806,2.5611,1.6809,,15.1674,3.9111,0.278745,0.0751001,0.087623,0.857082,0.342127,0.382626,0.324609,0.724752,0.103881,5.13688,0.294727,0.583,0.875368,46.8343,2.24318,107.113,1.45837,2.192,4.631989479064941,3.7489999532699585,2.08395,101.93000030517578,,,,,,,416.2,4.729545454,416.2,4.729545454,,,,,,,,,,,,,,,,,,,Nico Hoerner,21479,663538
Jackson Merrill,SDP,87.34,381.446,346.638,87.7741,54.5144,17.9921,2.5192,12.7484,45.7721,45.7215,28.3033,1.5258,80.0387,2.6701,2.6965,1.138,,7.6498,2.4958,0.253216,0.0742001,0.20983,0.35362,0.312241,0.429987,0.324269,0.742228,0.176772,5.14641,0.292444,0.847,0.0614191,47.0695,2.15573,108.834,0.908419,1.994,4.8782031536102295,3.3219999074935913,2.07437,70.79000091552734,,,,,,,439.9,5.056321839,439.9,5.056321839,,,,,,,,,,,,,,,,,,,Jackson Merrill,29490,701538
CJ Abrams,WSN,87.07,380.207,340.384,87.0913,53.8195,17.7131,2.4273,13.1314,47.5508,47.6653,28.4775,1.5208,72.6719,7.9843,2.5402,0.8208,,15.6986,4.5577,0.255862,0.0749001,0.191138,0.391864,0.325666,0.437897,0.334816,0.763564,0.182035,6.06072,0.287647,0.536,0.799915,50.1247,5.35685,112.268,1.33592,-2.631,6.83109188079834,1.316999912261963,2.06503,65.0,,,,,,,457.4,5.257471264,457.4,5.257471264,,,,,,,,,,,,,,,,,,,CJ Abrams,25768,682928
Miguel Vargas,CHW,87.35,387.421,330.92,79.3601,46.9825,17.1821,1.2524,13.943,49.2665,45.8551,48.0015,0.3874,71.4456,4.6491,2.7764,1.0744,,7.0401,2.2476,0.239817,0.1239,0.184413,0.671861,0.34169,0.42571,0.34086,0.7674,0.185893,4.43913,0.263452,-0.066,-0.0396503,52.949,7.33165,115.852,-0.10565,-1.389,7.119779750704765,-0.7330000400543213,2.04396,303.0899963378906,,,,,,,464.7,5.34137931,464.7,5.34137931,,,,,,,,,,,,,,,,,,,Miguel Vargas,20178,678246
Byron Buxton,MIN,76.09,350.049,312.866,76.1077,40.2777,14.6349,2.3761,18.819,50.4834,44.8078,27.7589,1.7502,94.2038,5.2507,2.1987,1.9748,,9.0498,1.8143,0.24326,0.0793001,0.269116,0.294669,0.313489,0.485678,0.345008,0.799167,0.242418,6.24164,0.283549,0.634,0.686796,49.0029,7.78605,118.172,1.3208,-0.522,8.804999828338623,-1.1330000162124634,2.04103,73.4800033569336,,,,,,,456.6,6.007894736,456.6,6.007894736,,,,,,,,,,,,,,,,,,,Byron Buxton,14161,621439
Mike Trout,LAA,81.73,369.311,302.338,70.4045,41.2036,12.1193,0.7418,16.3398,51.0227,43.6405,58.5359,6.2783,103.218,4.4317,2.6037,1.4019,,3.8002,1.148,0.232867,0.1585,0.279488,0.567108,0.362513,0.439993,0.351695,0.802507,0.207127,3.89564,0.291636,-0.495,-0.229379,53.675,10.19,122.3,-0.724379,-1.406,8.964922964572906,-2.1110000014305115,2.02664,178.44000244140625,,,,,,,474.7,5.78902439,474.7,5.78902439,,,,,,,,,,,,,,,,,,,Mike Trout,10155,545361
Andy Pages,LAD,83.65,356.354,325.287,84.3307,50.6457,16.8921,0.876,15.917,47.1367,50.1886,22.6997,0.0,72.6366,4.6326,2.5686,1.1655,,7.4198,2.8998,0.25925,0.0636999,0.203833,0.31251,0.314377,0.463362,0.339117,0.777739,0.204112,4.53416,0.285888,0.278,-0.11862,48.206,6.24674,115.678,0.15938,0.407,6.741610020399094,1.6739999651908875,2.01503,133.4199981689453,,,,,,,439.7,5.234523809,439.7,5.234523809,,,,,,,,,,,,,,,,,,,Andy Pages,24816,681624
Cody Bellinger,NYY,87.39,380.51,338.294,88.6411,56.1103,15.4992,2.4501,14.5815,48.0898,52.4338,36.9095,1.1415,55.1081,2.2831,2.6529,0.3709,,7.9713,2.6007,0.262024,0.097,0.144827,0.669765,0.336281,0.451634,0.345101,0.787915,0.18961,5.00508,0.273024,0.164,0.0286666,53.2955,8.49189,120.119,0.192667,0.589,9.199401423335075,-2.9800000190734863,2.00204,80.98999786376953,,,,,,,480.1,5.518390804,480.1,5.518390804,,,,,,,,,,,,,,,,,,,Cody Bellinger,15998,641355
Alejandro Kirk,TOR,51.9,216.024,188.481,50.652,34.9412,8.826,0.2946,6.5902,25.3157,25.9095,23.525,0.6481,27.0282,1.9442,1.5902,0.4831,,0.4617,0.1622,0.268737,0.1089,0.125117,0.870387,0.353164,0.423585,0.34472,0.776748,0.154847,2.17741,0.281629,-0.743,-0.290722,30.1912,4.75514,119.336,-1.03372,-0.64,3.8806166648864746,3.1200000047683716,1.99946,160.25,,,,,,,267.5,5.144230769,267.5,5.144230769,,,,,,,,,,,,,,,,,,,Alejandro Kirk,22581,672386
Shea Langeliers,ATH,75.84,336.11,303.368,77.7701,43.5289,15.8632,0.4203,17.9577,46.3507,50.5612,26.5191,1.0083,71.6556,3.025,2.4234,0.774,,2.4269,0.8483,0.256355,0.0789001,0.213191,0.370091,0.32002,0.489,0.350106,0.80902,0.232644,3.30657,0.276681,-0.027,-0.244298,48.4225,8.84684,119.581,-0.271298,-0.55,7.471910864114761,3.6800000071525574,1.98829,54.04999923706055,,,,,,,440.4,5.794736842,440.4,5.794736842,,,,,,,,,,,,,,,,,,,Shea Langeliers,25816,669127
Otto Lopez,MIA,85.52,376.104,344.44,96.7776,68.8407,18.5906,1.8926,7.4536,43.2331,41.0685,24.9357,0.3761,57.0737,3.0088,2.7319,0.9872,,11.4878,3.8497,0.280971,0.0663001,0.15175,0.436904,0.332489,0.410853,0.328642,0.743342,0.129882,5.1651,0.316029,0.553,0.207687,47.726,3.44121,106.711,0.760687,-0.74,3.734109878540039,3.5360000133514404,1.96203,229.16000366210938,,,,,,,425.2,4.944186046,425.2,4.944186046,,,,,,,,,,,,,,,,,,,Otto Lopez,19608,672640
