Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Bobby Witt Jr.,KCR,92,398,359,105,63,23,3,16,59,55,32,4,68,4,3,1,,21,6,0.292461,0.0797772,0.170295,0.468466,0.352839,0.510885,0.371325,0.863723,0.218423,6.65573,0.318909,2.01594,1.37223,64.103,17.2341,133.812,3.38817,3.17178,19.22307276725769,7.436593055725098,4.15325,3.0999999046325684,,,,,,,594.3,6.459782608,594.3,6.459782608,,,,,,,,,,,,,,,,,,,Bobby Witt Jr.,25764,677951
Juan Soto,NYM,91,394,315,87,50,15,1,22,63,57,73,5,70,2,2,1,,12,3,0.275893,0.186405,0.177649,1.04929,0.413157,0.536884,0.410093,0.950041,0.260991,4.49448,0.287529,-0.260068,0.469463,75.6844,29.2837,166.673,0.209395,-3.31561,31.163523226976395,-8.241533756256104,3.61932,4.650000095367432,,,,,,,667.6,7.336263736,667.6,7.336263736,,,,,,,,,,,,,,,,,,,Juan Soto,20123,665742
Gunnar Henderson,BAL,89,386,341,90,53,18,3,16,57,49,39,2,86,3,2,0,,14,3,0.265453,0.100205,0.222182,0.451002,0.344045,0.475868,0.3572,0.819913,0.210415,6.37431,0.308076,1.48183,1.06975,57.7673,12.3435,128.661,2.55158,-0.0237477,15.560279607772827,4.109585510566831,3.39508,12.510000228881836,,,,,,,526.9,5.920224719,526.9,5.920224719,,,,,,,,,,,,,,,,,,,Gunnar Henderson,26289,683002
Julio Rodríguez,SEA,91,394,357,97,62,17,1,17,55,54,29,3,86,5,2,0,,16,4,0.272189,0.0748915,0.218579,0.342629,0.335282,0.470168,0.350289,0.80545,0.197979,5.66492,0.313361,0.74931,1.16313,56.7935,10.4233,129.04,1.91244,2.4471,15.367792010307312,3.7387659549713135,3.3664,9.489999771118164,,,,,,,522.2,5.738461538,522.2,5.738461538,,,,,,,,,,,,,,,,,,,Julio Rodriguez,23697,677594
Shohei Ohtani,LAD,90,390,327,91,47,16,3,26,70,62,57,8,94,3,2,1,,13,4,0.277311,0.145259,0.240765,0.603323,0.386737,0.577511,0.408681,0.964248,0.3002,6.14146,0.30975,0.621429,0.60275,74.4474,28.5352,162.915,1.22418,0.0,30.12642550468445,-9.748147964477539,3.346,1.2699999809265137,,,,,,,684.0,7.6,684.0,7.6,,,,,,,,,,,,,,,,,,,Shohei Ohtani,19755,660271
Fernando Tatis Jr.,SDP,92,398,347,93,58,17,2,16,58,48,44,2,81,4,3,1,,17,4,0.267627,0.110182,0.203288,0.541997,0.353675,0.464605,0.358008,0.81828,0.196978,5.85714,0.304086,1.16421,1.13377,59.8818,12.9978,131.744,2.29798,3.62459,17.189374208450317,0.5898663997650146,3.10723,14.010000228881836,,,,,,,550.0,5.978260869,550.0,5.978260869,,,,,,,,,,,,,,,,,,,Fernando Tatis Jr.,19709,665487
José Ramírez,CLE,89,386,339,91,54,19,2,16,55,52,41,8,45,2,3,0,,21,5,0.269094,0.106293,0.11658,0.911759,0.349437,0.48002,0.355971,0.829457,0.210926,5.80815,0.266979,1.48704,1.6684,57.3622,11.9586,127.566,3.15545,0.275153,15.661335706710815,0.7436719536781311,3.06092,6.28000020980835,,,,,,,542.4,6.094382022,542.4,6.094382022,,,,,,,,,,,,,,,,,,,Jose Ramirez,13510,608070
Yordan Alvarez,HOU,80,346,293,87,49,17,1,20,51,55,44,6,55,5,3,0,,2,1,0.297857,0.128037,0.160379,0.798344,0.394373,0.565545,0.409055,0.959918,0.267689,2.97564,0.304885,-0.944392,-0.399,66.136,25.4133,163.053,-1.34339,-0.0962561,24.313228487968445,-8.401811487972736,2.86771,33.38999938964844,,,,,,,585.2,7.315,585.2,7.315,,,,,,,,,,,,,,,,,,,Yordan Alvarez,19556,670541
Corbin Carroll,ARI,87,378,327,84,45,17,7,15,60,48,42,1,82,5,3,1,,19,4,0.256063,0.110435,0.216494,0.510108,0.346056,0.487229,0.361702,0.833285,0.231166,8.07899,0.293905,2.74948,1.74507,57.911,13.4436,129.517,4.49454,1.81175,17.627580165863037,-2.1172666549682617,2.80889,14.100000381469727,,,,,,,539.5,6.201149425,539.5,6.201149425,,,,,,,,,,,,,,,,,,,Corbin Carroll,25878,682998
William Contreras,MIL,89,357,311,84,56,16,1,11,46,47,41,2,64,2,2,0,,3,1,0.270852,0.115762,0.178917,0.647015,0.357787,0.432426,0.348938,0.790213,0.161574,3.41644,0.307339,-0.835968,-0.330181,51.0444,9.05347,122.594,-1.16615,1.56931,8.32644259929657,6.502646803855896,2.67111,56.560001373291016,,,,,,,446.8,5.020224719,446.8,5.020224719,,,,,,,,,,,,,,,,,,,William Contreras,20503,661388
Junior Caminero,TBR,93,402,366,98,58,16,1,23,54,65,31,2,77,2,3,0,,4,1,0.267664,0.0760592,0.191311,0.397569,0.326063,0.507254,0.359523,0.833318,0.239591,3.47198,0.277792,-0.440196,-0.247444,60.9997,13.6221,127.918,-0.68764,-1.95451,12.528803706169128,-0.9964841604232788,2.62333,16.479999542236328,,,,,,,554.9,5.966666666,554.9,5.966666666,,,,,,,,,,,,,,,,,,,Junior Caminero,28163,691406
Kyle Tucker,LAD,87,378,321,85,50,17,1,17,57,53,51,3,59,2,2,1,,13,2,0.263202,0.136278,0.157505,0.86523,0.366053,0.479164,0.368737,0.845218,0.215962,5.37809,0.273697,0.456578,1.07822,60.0503,15.5728,135.792,1.5348,0.185013,17.46319556236267,-3.8622090965509415,2.61411,13.130000114440918,,,,,,,547.9,6.297701149,547.9,6.297701149,,,,,,,,,,,,,,,,,,,Kyle Tucker,18345,663656
Corey Seager,TEX,76,328,285,76,45,15,0,16,44,47,38,5,64,3,2,0,,2,0,0.266143,0.116482,0.194634,0.598468,0.355978,0.487737,0.36372,0.843715,0.221594,2.76436,0.288526,-0.927679,-0.27924,50.8875,12.2202,133.055,-1.20692,0.270506,11.564559817314148,2.3229754269123077,2.59825,95.08999633789062,,,,,,,461.3,6.069736842,461.3,6.069736842,,,,,,,,,,,,,,,,,,,Corey Seager,13624,608369
Trea Turner,PHI,87,378,346,96,66,18,2,11,54,42,26,0,69,3,2,1,,15,3,0.278611,0.0682911,0.182319,0.374568,0.332204,0.43316,0.336886,0.765363,0.154548,6.43691,0.319403,1.96098,1.43055,50.4252,5.94768,112.039,3.39153,0.395508,8.74916386604309,4.442730396986008,2.57232,26.780000686645508,,,,,,,465.7,5.352873563,465.7,5.352873563,,,,,,,,,,,,,,,,,,,Trea Turner,16252,607208
Ketel Marte,ARI,84,361,316,86,52,17,1,16,52,49,39,3,60,4,2,0,,3,1,0.2721,0.108033,0.165244,0.653777,0.356493,0.485441,0.36615,0.841934,0.213341,4.07511,0.28885,-0.428197,-0.28474,56.6785,14.1445,132.538,-0.712937,0.184215,13.134474873542786,0.5360671430826187,2.56771,32.63999938964844,,,,,,,502.9,5.986904761,502.9,5.986904761,,,,,,,,,,,,,,,,,,,Ketel Marte,13613,606466
Kevin McGonigle,DET,90,390,343,90,56,20,3,10,52,44,42,0,57,2,2,1,,8,2,0.261292,0.106499,0.147,0.724483,0.342804,0.426864,0.340615,0.769668,0.165572,5.56116,0.286026,0.258983,0.193392,53.2149,7.30256,115.691,0.452374,0.166456,7.650970876216888,3.6189254224300385,2.55183,999.0,,,,,,,471.7,5.241111111,471.7,5.241111111,,,,,,,,,,,,,,,,,,,Kevin McGonigle,33572,805808
Mookie Betts,LAD,85,366,319,85,54,17,1,13,53,48,40,1,42,3,3,1,,5,1,0.267392,0.110485,0.116257,0.950351,0.351663,0.448839,0.352082,0.800503,0.181447,4.56266,0.272426,-0.37092,-0.0235225,53.2426,10.1998,124.483,-0.394442,-1.07884,10.149516642093658,2.8378297090530396,2.51192,60.58000183105469,,,,,,,469.9,5.528235294,469.9,5.528235294,,,,,,,,,,,,,,,,,,,Mookie Betts,13611,605141
Pete Crow-Armstrong,CHC,89,386,350,86,52,17,3,14,53,49,23,1,94,5,3,5,,20,5,0.246704,0.0592272,0.243043,0.24369,0.300234,0.435891,0.320372,0.736126,0.189187,7.5435,0.294845,1.66182,1.64779,46.4117,0.977691,104.236,3.3096,5.72766,5.235321879386902,7.105742335319519,2.51173,32.939998626708984,,,,,,,437.6,4.916853932,437.6,4.916853932,,,,,,,,,,,,,,,,,,,Pete Crow-Armstrong,27769,691718
Geraldo Perdomo,ARI,90,390,328,86,60,16,3,7,53,38,48,1,51,4,3,5,,13,4,0.262375,0.124338,0.13058,0.952202,0.361302,0.394797,0.339721,0.756099,0.132422,6.04207,0.288908,0.531399,0.472896,52.942,7.02461,114.592,1.00429,0.173493,7.708207845687866,4.351734206080437,2.49632,76.7699966430664,,,,,,,452.4,5.026666666,452.4,5.026666666,,,,,,,,,,,,,,,,,,,Geraldo Perdomo,22799,672695
Elly De La Cruz,CIN,80,345,306,80,48,16,3,14,51,45,34,3,92,2,2,1,,21,5,0.26146,0.0995898,0.267151,0.372784,0.337515,0.464875,0.348938,0.802391,0.203415,6.9373,0.327858,2.08326,1.53301,49.3543,8.75363,116.944,3.61627,-0.369892,10.49972414970398,2.8847378194332123,2.48525,8.449999809265137,,,,,,,471.0,5.8875,471.0,5.8875,,,,,,,,,,,,,,,,,,,Elly De La Cruz,26668,682829
Francisco Lindor,NYM,73,316,279,72,45,14,1,12,46,38,29,1,58,5,2,0,,11,3,0.257631,0.0929616,0.183217,0.507385,0.337325,0.446459,0.345005,0.783784,0.188828,5.9115,0.283027,0.29797,0.701162,44.2469,7.02964,122.475,0.999132,1.76546,9.368607103824615,4.85882842540741,2.47821,25.350000381469727,,,,,,,397.8,5.449315068,397.8,5.449315068,,,,,,,,,,,,,,,,,,,Francisco Lindor,12916,596019
Vladimir Guerrero Jr.,TOR,90,390,338,100,65,19,0,15,55,54,45,6,52,4,2,0,,3,1,0.294784,0.115512,0.134225,0.860582,0.381376,0.488763,0.377929,0.870139,0.193979,2.77513,0.308794,-0.812843,-0.464904,64.8331,18.9361,141.917,-1.27775,-0.494048,17.94561767578125,-7.540807098150253,2.46298,18.049999237060547,,,,,,,568.0,6.311111111,568.0,6.311111111,,,,,,,,,,,,,,,,,,,Vladimir Guerrero Jr.,19611,665489
Shea Langeliers,ATH,80,319,290,76,41,15,1,19,44,48,25,1,71,2,2,0,,3,1,0.263317,0.0776832,0.221321,0.350998,0.323876,0.515084,0.361187,0.83896,0.251768,3.92251,0.284485,-0.328993,-0.110981,48.8592,11.2412,127.115,-0.439974,-1.25547,9.752220183610916,2.994843006134033,2.44973,54.04999923706055,,,,,,,447.3,5.59125,447.3,5.59125,,,,,,,,,,,,,,,,,,,Shea Langeliers,25816,669127
Mike Trout,LAA,81,350,289,70,39,12,1,18,49,46,53,5,99,4,2,0,,4,1,0.242308,0.152015,0.2839,0.535453,0.365779,0.475979,0.365794,0.841758,0.233671,4.22779,0.299745,-0.564665,-0.0819004,54.7552,13.5899,131.887,-0.646565,-0.316188,12.469286143779755,-0.9620212316513062,2.43128,178.44000244140625,,,,,,,488.5,6.030864197,488.5,6.030864197,,,,,,,,,,,,,,,,,,,Mike Trout,10155,545361
Zach Neto,LAA,87,378,334,82,49,18,1,15,51,44,30,2,96,9,2,2,,16,5,0.245537,0.078959,0.25471,0.309996,0.32304,0.43851,0.333912,0.761551,0.192973,5.54804,0.297282,0.729587,0.675814,49.5264,5.04887,110.208,1.4054,0.493756,5.942117810249329,4.540977835655212,2.42768,32.29999923706055,,,,,,,457.5,5.258620689,457.5,5.258620689,,,,,,,,,,,,,,,,,,,Zach Neto,31347,687263
Jackson Merrill,SDP,86,374,341,90,56,19,2,13,48,49,26,1,76,2,3,2,,6,2,0.264002,0.0690416,0.202768,0.340496,0.317726,0.449009,0.334018,0.766735,0.185008,5.18721,0.30114,0.658431,0.103222,49.0085,5.02445,115.454,0.761653,2.53765,7.562603235244751,3.7544705867767334,2.36719,70.79000091552734,,,,,,,441.5,5.13372093,441.5,5.13372093,,,,,,,,,,,,,,,,,,,Jackson Merrill,29490,701538
Cal Raleigh,SEA,71,284,245,56,28,10,0,18,39,45,34,3,77,2,2,0,,4,1,0.226727,0.120699,0.272094,0.443594,0.325405,0.484122,0.348738,0.809527,0.257395,3.32147,0.24978,-0.78791,-0.0594868,40.6118,7.1658,127.986,-0.847397,1.44447,8.505372762680054,4.487064003944397,2.34754,18.729999542236328,,,,,,,379.6,5.346478873,379.6,5.346478873,,,,,,,,,,,,,,,,,,,Cal Raleigh,21534,663728
Brice Turang,MIL,90,390,344,90,62,16,2,10,52,44,41,1,81,1,2,2,,18,4,0.261104,0.104222,0.207489,0.502302,0.339482,0.40714,0.331803,0.746623,0.146037,5.9822,0.31178,1.35999,1.46829,50.4662,4.55391,110.958,2.82827,0.728249,7.862313747406006,2.20973002910614,2.29309,48.18000030517578,,,,,,,460.8,5.12,460.8,5.12,,,,,,,,,,,,,,,,,,,Brice Turang,22186,668930
Bryce Harper,PHI,90,390,335,92,53,21,1,17,54,55,49,4,80,3,2,0,,6,2,0.274032,0.12593,0.20509,0.614026,0.36915,0.494184,0.374335,0.863334,0.220152,3.81575,0.310501,-0.227559,-0.267026,63.7337,17.8214,137.468,-0.494585,0.266713,16.717705100774765,-6.754274666309357,2.28199,47.900001525878906,,,,,,,568.4,6.315555555,568.4,6.315555555,,,,,,,,,,,,,,,,,,,Bryce Harper,11579,547180
Aaron Judge,NYY,41,177,142,41,21,7,0,13,31,32,32,4,44,2,1,0,,3,1,0.292607,0.181588,0.24923,0.728598,0.426373,0.629799,0.444772,1.05617,0.337193,3.8411,0.328226,-0.359805,-0.0818506,38.7973,18.0137,187.891,-0.441655,0.176488,17.810858607292175,-2.0665676444768906,2.24244,1.850000023841858,,,,,,,335.0,8.170731707,335.0,8.170731707,,,,,,,,,,,,,,,,,,,Aaron Judge,15640,592450
Nico Hoerner,CHC,91,394,357,101,75,18,2,5,49,39,27,1,36,6,3,1,,17,4,0.281501,0.0686722,0.0917999,0.748064,0.340261,0.385671,0.324021,0.725932,0.10417,5.71258,0.299195,1.4055,1.27038,48.539,2.14848,106.714,2.67588,2.04619,5.792348384857178,3.5403252840042114,2.23072,101.93000030517578,,,,,,,439.3,4.827472527,439.3,4.827472527,,,,,,,,,,,,,,,,,,,Nico Hoerner,21479,663538
Dansby Swanson,CHC,91,394,352,85,55,15,1,14,51,49,36,1,96,2,3,1,,9,2,0.242719,0.09217,0.244148,0.377517,0.314972,0.414605,0.321857,0.729577,0.171886,5.07107,0.291445,0.705029,0.512393,47.8569,1.46632,105.244,1.21742,1.3488,3.6517311334609985,5.570093274116516,2.2194,152.30999755859375,,,,,,,430.3,4.728571428,430.3,4.728571428,,,,,,,,,,,,,,,,,,,Dansby Swanson,18314,621020
Jeremy Peña,HOU,84,362,330,89,62,17,1,10,46,39,22,1,64,6,2,1,,10,3,0.270807,0.0606471,0.175708,0.345159,0.326243,0.415824,0.327734,0.742068,0.145017,5.06765,0.307674,0.582279,0.538064,45.6422,3.04717,107.758,1.12034,0.684543,4.422059178352356,4.560469448566437,2.21696,122.9800033569336,,,,,,,412.0,4.904761904,412.0,4.904761904,,,,,,,,,,,,,,,,,,,Jeremy Pena,21636,665161
Byron Buxton,MIN,75,326,292,74,39,15,2,18,50,46,26,1,86,5,2,0,,9,1,0.251997,0.0785671,0.265426,0.296003,0.320908,0.502253,0.35466,0.823161,0.250256,6.19068,0.292587,1.0407,0.826791,48.0798,9.75338,124.735,1.86749,-0.969311,11.34019649028778,-1.5290330648422241,2.1714,73.4800033569336,,,,,,,453.8,6.050666666,453.8,6.050666666,,,,,,,,,,,,,,,,,,,Byron Buxton,14161,621439
JJ Wetherholt,STL,88,381,333,84,56,16,1,11,49,40,38,1,68,7,2,1,,9,2,0.252612,0.0994741,0.178077,0.558601,0.339328,0.404981,0.3317,0.744309,0.152369,5.12636,0.285588,0.32488,0.589324,49.333,4.42305,112.285,0.914204,1.26707,6.434594929218292,2.6891374588012695,2.16861,999.0,,,,,,,439.4,4.993181818,439.4,4.993181818,,,,,,,,,,,,,,,,,,,JJ Wetherholt,34985,802139
Wyatt Langford,TEX,84,361,314,79,47,16,2,14,49,43,41,2,83,3,2,0,,13,3,0.25046,0.114609,0.230074,0.498141,0.340962,0.447972,0.346155,0.788934,0.197513,5.91423,0.294912,0.745849,0.920283,50.9003,8.36628,121.112,1.66613,0.679872,10.638779640197754,-2.369510769844055,2.14223,37.75,,,,,,,466.1,5.548809523,466.1,5.548809523,,,,,,,,,,,,,,,,,,,Wyatt Langford,33333,694671
Alex Bregman,CHC,90,390,341,87,56,17,1,13,48,48,42,1,54,5,2,0,,1,1,0.254311,0.106596,0.138559,0.769319,0.341149,0.42218,0.338182,0.763329,0.167869,2.88515,0.266801,-0.958951,-0.497947,52.456,6.54372,116.33,-1.4569,0.902416,6.044830083847046,2.295008897781372,2.11612,119.16999816894531,,,,,,,463.5,5.15,463.5,5.15,,,,,,,,,,,,,,,,,,,Alex Bregman,17678,608324
Ronald Acuña Jr.,ATL,69,297,250,69,44,12,1,12,48,35,41,2,63,4,2,0,,12,3,0.275697,0.138973,0.211255,0.657845,0.38356,0.47698,0.37793,0.860541,0.201284,5.76266,0.321509,1.04448,0.564496,49.3168,14.4044,141.052,1.60898,-1.3706,15.949254274368286,-4.837572932243347,2.09644,5.260000228881836,,,,,,,439.1,6.363768115,439.1,6.363768115,,,,,,,,,,,,,,,,,,,Ronald Acuna Jr.,18401,660670
Xander Bogaerts,SDP,86,374,335,89,63,16,1,9,44,41,32,1,64,3,3,1,,11,2,0.265897,0.0857098,0.170658,0.502232,0.332429,0.400181,0.325144,0.73261,0.134285,4.74419,0.301533,0.486143,0.624839,46.3566,2.37259,109.428,1.11098,-0.617,5.260066509246826,3.385315418243408,2.09425,237.1999969482422,,,,,,,420.4,4.888372093,420.4,4.888372093,,,,,,,,,,,,,,,,,,,Xander Bogaerts,12161,593428
Jazz Chisholm Jr.,NYY,82,353,312,74,45,12,1,16,48,46,35,1,93,3,2,1,,20,5,0.237491,0.0989315,0.264721,0.37372,0.317696,0.44019,0.332374,0.757886,0.202699,6.0209,0.282278,1.46161,1.58953,45.8514,4.28408,111.465,3.05114,-0.871495,7.812870025634766,0.2720232605934143,2.0939,19.520000457763672,,,,,,,431.3,5.259756097,431.3,5.259756097,,,,,,,,,,,,,,,,,,,Jazz Chisholm Jr.,20454,665862
Nick Kurtz,ATH,88,382,335,88,46,17,1,24,62,61,42,4,117,2,2,0,,3,1,0.261397,0.110218,0.307626,0.358285,0.345513,0.530207,0.375195,0.87572,0.26881,3.94785,0.326182,-0.486545,-0.325689,62.6683,17.7125,136.64,-0.812234,-1.7693,15.646600067615509,-8.587199449539185,2.0925,19.8700008392334,,,,,,,573.3,6.514772727,573.3,6.514772727,,,,,,,,,,,,,,,,,,,Nick Kurtz,35110,701762
Isaac Paredes,HOU,86,370,317,76,48,14,1,14,45,46,42,0,63,8,2,0,,1,0,0.240051,0.11276,0.169218,0.666359,0.341191,0.420532,0.339626,0.761722,0.180481,2.4347,0.255753,-0.861404,-0.570621,50.1627,6.63153,115.844,-1.43202,1.00287,5.459644556045532,1.670150637626648,2.05623,243.60000610351562,,,,,,,438.4,5.097674418,438.4,5.097674418,,,,,,,,,,,,,,,,,,,Isaac Paredes,20036,670623
Ben Rice,NYY,85,363,315,81,44,16,1,20,54,53,40,1,78,5,3,0,,3,1,0.256613,0.109914,0.215685,0.509606,0.346658,0.501426,0.368273,0.848084,0.244813,3.91694,0.27815,-0.608954,-0.315442,57.6083,14.8395,135.875,-0.924397,-0.874255,14.406585395336151,-7.134285986423492,2.04753,53.189998626708984,,,,,,,516.6,6.077647058,516.6,6.077647058,,,,,,,,,,,,,,,,,,,Ben Rice,29576,700250
Matt Olson,ATL,92,398,343,87,49,19,1,19,56,59,49,2,94,3,3,0,,1,0,0.25433,0.123546,0.23613,0.523212,0.350295,0.48087,0.361858,0.831165,0.226541,2.57785,0.292542,-1.0802,-0.466203,61.0882,14.2194,130.138,-1.54641,1.91856,12.586989998817444,-5.189468860626221,2.04619,48.0099983215332,,,,,,,541.5,5.885869565,541.5,5.885869565,,,,,,,,,,,,,,,,,,,Matt Olson,14344,621566
Maikel Garcia,KCR,87,378,339,91,63,19,2,7,49,38,33,0,56,1,3,2,,15,4,0.268941,0.0863186,0.149051,0.57912,0.332103,0.401375,0.325488,0.733478,0.132434,5.81276,0.301602,1.04245,0.808791,46.9809,2.50336,102.645,1.85124,2.08302,3.026747941970825,3.4611114263534546,2.01952,63.150001525878906,,,,,,,422.2,4.852873563,422.2,4.852873563,,,,,,,,,,,,,,,,,,,Maikel Garcia,22715,672580
James Wood,WSN,88,382,328,85,49,18,1,16,54,51,50,4,113,2,2,0,,10,3,0.260206,0.129756,0.295957,0.43843,0.359374,0.472917,0.362306,0.832291,0.212711,4.72858,0.34383,0.271908,0.095398,58.7249,13.7742,130.934,0.367306,-1.01871,14.280405759811401,-6.888615369796753,1.99279,37.790000915527344,,,,,,,522.9,5.942045454,522.9,5.942045454,,,,,,,,,,,,,,,,,,,James Wood,29518,695578
CJ Abrams,WSN,86,374,336,85,54,18,2,12,50,43,27,1,71,8,2,1,,18,4,0.253231,0.0714829,0.189318,0.37758,0.321231,0.423439,0.327596,0.74467,0.170208,6.59216,0.286427,1.41469,1.33465,47.1111,3.10672,107.365,2.74934,-2.05064,5.992024898529053,1.5803759098052979,1.98519,65.0,,,,,,,444.4,5.16744186,444.4,5.16744186,,,,,,,,,,,,,,,,,,,CJ Abrams,25768,682928
Matt Chapman,SFG,86,374,325,78,46,17,1,13,48,43,43,1,90,4,2,0,,5,2,0.239199,0.114075,0.24033,0.474658,0.33269,0.417943,0.333049,0.750633,0.178744,4.53694,0.289467,-0.38925,-0.127447,48.7415,4.73714,113.447,-0.516697,0.831967,5.403962254524231,2.1666892170906067,1.98501,163.6199951171875,,,,,,,433.9,5.045348837,433.9,5.045348837,,,,,,,,,,,,,,,,,,,Matt Chapman,16505,656305
Bo Bichette,NYM,93,402,371,104,73,20,1,11,49,48,26,1,68,2,3,0,,4,1,0.280965,0.0637855,0.167884,0.379938,0.328916,0.424379,0.331341,0.753296,0.143414,3.56726,0.31696,-0.379661,-0.379696,51.917,4.54956,113.197,-0.759357,-0.693765,5.4954447746276855,0.8016055822372437,1.94749,92.86000061035156,,,,,,,467.3,5.024731182,467.3,5.024731182,,,,,,,,,,,,,,,,,,,Bo Bichette,19612,666182
Gabriel Moreno,ARI,65,256,227,63,43,12,1,6,31,32,24,1,45,2,2,0,,2,1,0.275633,0.0944249,0.173919,0.542924,0.348082,0.418707,0.338947,0.766789,0.143074,3.70009,0.31639,-0.225772,-0.280709,34.5842,4.45136,114.066,-0.506481,2.43799,3.7344233989715576,7.070706129074097,1.93353,181.22000122070312,,,,,,,301.7,4.641538461,301.7,4.641538461,,,,,,,,,,,,,,,,,,,Gabriel Moreno,22664,672515
Freddie Freeman,LAD,87,378,331,93,58,20,1,14,51,51,39,4,68,4,3,0,,4,1,0.280764,0.103657,0.179499,0.57748,0.361905,0.473462,0.3633,0.835367,0.192698,4.05348,0.314534,-0.776285,-0.121139,58.407,13.9295,132.1,-0.897423,0.231619,13.387712895870209,-6.542763993144035,1.9239,67.87999725341797,,,,,,,518.9,5.964367816,518.9,5.964367816,,,,,,,,,,,,,,,,,,,Freddie Freeman,5361,518692
Iván Herrera,STL,86,362,310,83,56,15,1,11,46,44,41,2,70,8,2,0,,5,1,0.268007,0.113001,0.193017,0.585446,0.365641,0.431509,0.353981,0.79715,0.163502,3.91213,0.309867,-0.281588,-0.150447,53.2588,10.6472,127.415,-0.432035,-0.211313,11.256345987319946,-3.968566060066223,1.91777,178.42999267578125,,,,,,,461.1,5.361627906,461.1,5.361627906,,,,,,,,,,,,,,,,,,,Ivan Herrera,20599,671056
Riley Greene,DET,89,386,344,89,54,17,2,17,51,54,37,1,107,2,2,0,,2,1,0.259144,0.0959972,0.277817,0.345541,0.333427,0.464042,0.348456,0.797469,0.204899,3.83008,0.325816,-0.50099,-0.366066,55.0811,9.64703,121.023,-0.867056,0.843164,8.677098155021667,-3.52319473028183,1.91241,78.4800033569336,,,,,,,492.9,5.538202247,492.9,5.538202247,,,,,,,,,,,,,,,,,,,Riley Greene,25976,682985
Andy Pages,LAD,83,357,327,85,53,18,1,14,46,49,23,0,79,5,3,0,,7,2,0.261661,0.063433,0.222347,0.285288,0.317093,0.447788,0.334479,0.764881,0.186126,4.5433,0.303741,0.0135945,0.0462634,47.026,4.93971,112.53,0.0598579,0.84679,5.3360696248710155,2.007284164428711,1.90898,133.4199981689453,,,,,,,430.2,5.18313253,430.2,5.18313253,,,,,,,,,,,,,,,,,,,Andy Pages,24816,681624
Masyn Winn,STL,89,386,350,88,61,18,2,8,46,38,28,0,70,4,3,2,,9,2,0.251158,0.0718564,0.181736,0.395389,0.31049,0.377382,0.306395,0.687872,0.126224,5.26038,0.292141,0.537366,0.309364,42.069,-3.33451,95.102,0.84673,3.67926,-1.3783819675445557,7.810736656188965,1.90724,364.7799987792969,,,,,,,389.1,4.371910112,389.1,4.371910112,,,,,,,,,,,,,,,,,,,Masyn Winn,27479,691026
Cody Bellinger,NYY,86,374,334,87,55,16,2,14,50,52,34,1,55,2,3,0,,7,2,0.260292,0.0901805,0.147436,0.61166,0.328486,0.447851,0.338895,0.776337,0.187558,5.24139,0.271223,0.134593,0.204388,50.4661,6.48206,115.899,0.338981,1.38764,7.326465457677841,-1.8816545009613037,1.8979,80.98999786376953,,,,,,,458.3,5.329069767,458.3,5.329069767,,,,,,,,,,,,,,,,,,,Cody Bellinger,15998,641355
Adley Rutschman,BAL,80,323,285,73,47,15,1,10,38,40,34,1,50,1,2,0,,1,0,0.256841,0.105656,0.155727,0.678465,0.336985,0.421582,0.335434,0.758566,0.164741,2.40442,0.277894,-0.732193,-0.409778,42.7694,4.71339,113.861,-1.14197,0.424859,4.128736853599548,2.9794886112213135,1.88702,148.92999267578125,,,,,,,373.9,4.67375,373.9,4.67375,,,,,,,,,,,,,,,,,,,Adley Rutschman,26288,668939
Xavier Edwards,MIA,85,366,325,92,72,15,3,3,46,29,34,1,50,2,2,3,,16,4,0.284119,0.0929771,0.137012,0.678606,0.35238,0.369744,0.324696,0.722124,0.0856251,5.9987,0.326757,1.10235,0.984621,45.2337,2.19088,104.031,2.08697,1.37076,3.82318115234375,2.6763192415237427,1.84911,182.42999267578125,,,,,,,406.2,4.778823529,406.2,4.778823529,,,,,,,,,,,,,,,,,,,Xavier Edwards,22266,669364
Jackson Chourio,MIL,87,377,346,94,58,20,2,14,52,51,25,2,75,2,3,1,,14,4,0.27245,0.0663533,0.199946,0.331856,0.323548,0.465073,0.342383,0.788621,0.192623,6.10669,0.309724,0.980954,0.729605,52.0506,7.60359,118.143,1.71056,0.246803,9.778962969779968,-3.738382011651993,1.84088,19.3799991607666,,,,,,,477.8,5.491954022,477.8,5.491954022,,,,,,,,,,,,,,,,,,,Jackson Chourio,28806,694192
