Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Pedro Avila,CLE,1,1,0,4.39575,10,0,0,0,,10.0,45,10,5,5,1,4,,0,9,7.82031,3.82303,2.04558,1.08278,0.199066,0.0973154,0.10175082087516785,0.253331,1.41209,0.298135,0.708556,,,4.33382,-0.002725,-0.00242597,999.0,,,,,,,41.7,4.17,43.0,4.3,,,,,,,,,,,,,,,,,,,Pedro Avila,18864,658648
Wilkin Ramos,SFG,0,0,0,4.25873,24,0,0,0,,24.0,110,22,13,11,3,11,,1,24,8.84732,4.18851,2.11228,1.04019,0.21622,0.102363,0.11385693401098251,0.227583,1.38075,0.273572,0.69989,,,4.21409,-0.00282181,-0.0465927,999.0,,,,,,,95.50000000000001,3.9791666666666674,93.0,3.875,,,,,,,,,,,,,,,,,,,Wilkin Ramos,23988,678576
Yaramil Hiraldo,BAL,0,0,0,4.42805,8,0,0,0,,8.0,34,7,4,4,1,4,,0,8,9.07761,3.95233,2.29678,1.45297,0.235667,0.102608,0.1330590546131134,0.236507,1.34058,0.280155,0.722966,,,4.59139,-0.00294539,-0.00226563,999.0,,,,,,,32.7,4.0875,31.0,3.875,,,,,,,,,,,,,,,,,,,Yaramil Hiraldo,25215,682274
Jackson Rutledge,PHI,0,0,0,4.71799,12,0,0,0,,12.0,51,11,7,6,2,5,,1,10,7.61994,3.67097,2.07573,1.24482,0.192879,0.0929212,0.09995825588703156,0.253885,1.39809,0.292221,0.687685,,,4.67748,-0.00299887,-0.030255,999.0,,,,,,,37.600000000000016,3.1333333333333346,36.0,3.0,,,,,,,,,,,,,,,,,,,Jackson Rutledge,26215,671131
Prelander Berroa,CHW,0,0,0,4.41108,5,0,0,0,,5.0,21,4,2,2,1,3,,0,5,9.23645,5.3166,1.73728,1.15248,0.231092,0.133019,0.09807294607162476,0.234493,1.48213,0.288373,0.728702,,,4.63544,-0.00312098,0.0152597,999.0,,,,,,,15.299999999999999,3.0599999999999996,13.0,2.6,,,,,,,,,,,,,,,,,,,Prelander Berroa,22932,672860
Connor Brogdon,CLE,0,0,0,4.65555,5,0,0,0,,5.0,19,4,3,2,1,2,,0,4,8.72334,3.4822,2.50512,1.49583,0.226634,0.0904683,0.13616568595170975,0.24416,1.32693,0.285062,0.698807,,,4.60694,-0.00340077,-0.0165465,999.0,,,,,,,16.299999999999997,3.2599999999999993,14.0,2.8,,,,,,,,,,,,,,,,,,,Connor Brogdon,21205,641401
Zak Kent,WSN,1,1,0,4.49166,22,0,0,0,,22.0,95,21,12,11,3,10,,1,20,8.05402,4.15322,1.93922,1.0879,0.205051,0.105739,0.09931211173534393,0.24538,1.40772,0.290574,0.698631,,,4.41021,-0.00358566,-0.0363323,999.0,,,,,,,78.30000000000001,3.5590909090909095,78.0,3.5454545454545454,,,,,,,,,,,,,,,,,,,Zak Kent,25703,687849
Paul Gervase,LAD,2,1,0,4.51667,24,0,0,0,,24.0,105,21,13,12,4,12,,1,25,9.25492,4.39472,2.10592,1.36056,0.238293,0.113154,0.12513899058103561,0.230906,1.36197,0.277439,0.70978,,,4.60832,-0.00381346,-0.0388209,999.0,,,,,,,84.80000000000004,3.533333333333335,79.0,3.2916666666666665,,,,,,,,,,,,,,,,,,,Paul Gervase,31571,801434
Michael Darrell-Hicks,PIT,0,0,0,4.60373,9,0,0,0,,9.0,41,10,5,5,1,4,,0,8,7.38346,3.43022,2.15247,1.08868,0.187677,0.0871914,0.10048570483922958,0.261527,1.4117,0.303279,0.68877,,,4.32843,-0.00401907,-0.0147679,999.0,,,,,,,32.30000000000001,3.5888888888888903,36.0,4.0,,,,,,,,,,,,,,,,,,,Michael Darrell-Hicks,31501,690382
Michel Otañez,TEX,1,1,0,4.31222,15,0,0,0,,15.0,67,13,8,7,2,9,,1,17,10.2989,5.48761,1.87675,1.01055,0.259216,0.13812,0.12109680473804474,0.21993,1.43017,0.286257,0.714367,,,4.32794,-0.00411001,-0.0196005,999.0,,,,,,,56.60000000000001,3.773333333333334,53.0,3.533333333333333,,,,,,,,,,,,,,,,,,,Michel Otanez,22533,671305
Tyler Schweitzer,CHW,1,1,0,4.49583,18,0,0,0,,18.0,79,18,10,9,2,7,,0,14,6.87245,3.46431,1.98379,1.194,0.176295,0.0888678,0.08742682635784149,0.257777,1.39558,0.290303,0.704721,,,4.53433,-0.00523972,-0.0307432,999.0,,,,,,,68.80000000000003,3.8222222222222237,71.0,3.9444444444444446,,,,,,,,,,,,,,,,,,,Tyler Schweitzer,31920,805326
Cody Bolton,HOU,0,0,0,4.56465,7,0,0,0,,7.0,30,6,4,3,1,3,,0,6,8.40063,4.46512,1.88139,1.12689,0.212115,0.112744,0.09937118738889694,0.244872,1.43978,0.292819,0.70265,,,4.50594,-0.00556132,-0.0163183,999.0,,,,,,,26.9,3.8428571428571425,25.0,3.5714285714285716,,,,,,,,,,,,,,,,,,,Cody Bolton,23265,675989
Joey Gerber,NYM,1,1,0,4.30905,23,0,0,0,,23.0,100,22,12,11,3,9,,1,23,8.69364,3.45085,2.51928,1.33337,0.225922,0.0896772,0.13624446094036102,0.243963,1.32245,0.289175,0.719288,,,4.37852,-0.0055731,-0.0338302,999.0,,,,,,,92.10000000000001,4.004347826086957,92.0,4.0,,,,,,,,,,,,,,,,,,,Joey Gerber,24591,680702
Bruce Zimmermann,STL,0,1,0,4.34898,8,0,0,0,,8.0,33,8,4,4,1,2,,0,6,6.71363,2.30661,2.9106,1.27856,0.174768,0.0600453,0.11472255736589432,0.268864,1.3264,0.300136,0.710555,,,4.32402,-0.00566242,-0.00473301,999.0,,,,,,,32.10000000000001,4.012500000000001,33.0,4.125,,,,,,,,,,,,,,,,,,,Bruce Zimmermann,20370,669145
Andry Lara,WSN,0,0,0,5.06079,3,0,0,0,,3.0,16,4,2,2,0,2,,0,3,6.91155,4.14128,1.66894,1.13424,0.170127,0.101937,0.0681900754570961,0.269589,1.5342,0.306798,0.67979,,,4.79677,-0.00568323,-0.0159901,999.0,,,,,,,11.800000000000002,3.933333333333334,15.0,5.0,,,,,,,,,,,,,,,,,,,Andry Lara,27967,691251
