Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Gage Jump,ATH,4.8133,4.9358,6.3367,4.41935,14.1,14.1,0.0,0.0,,81.1259,353.644,81.3568,42.919,39.836,10.6275,32.5229,,4.2052,71.0212,7.879,3.60805,2.18373,1.179,0.200827,0.0919651,0.10886174440383911,0.256714,1.40374,0.300634,0.716766,,,4.41489,0.913094,0.924945,999.0,,,,,,,284.5,3.5123456790123457,293.0,3.617283950617284,,,,,,,,,,,,,,,,,,,Gage Jump,35418,695611
Jeffrey Springs,ATH,5.1716,5.8213,6.4608,4.72103,15.98,15.98,0.0,0.0,,90.7702,394.482,94.1306,50.7238,47.6143,15.0376,30.4741,,2.9361,77.002,7.63486,3.02155,2.5268,1.491,0.195198,0.0772509,0.1179468184709549,0.260698,1.37275,0.293991,0.713466,,,4.66584,0.898382,0.779964,722.25,,,,,,,299.5,3.291208791208791,315.0,3.4615384615384617,,,,,,,,,,,,,,,,,,,Jeffrey Springs,17677,605488
Andre Pallante,STL,5.2362,5.9826,7.1231,4.27419,16.49,16.49,0.0,0.0,,91.4881,399.163,96.5551,47.6126,43.4486,8.89468,36.869,,3.6691,66.742,6.56564,3.62693,1.81025,0.875,0.167205,0.0923658,0.07483909279108047,0.269237,1.45838,0.309767,0.709353,,,4.23874,0.885629,0.720809,999.0,,,,,,,321.49999999999994,3.5329670329670324,349.0,3.8351648351648353,,,,,,,,,,,,,,,,,,,Andre Pallante,26108,669467
Bubba Chandler,PIT,4.6241,5.584,5.1104,4.47721,22.2235,14.1,0.0,0.3748,,83.0476,364.121,79.055,44.3131,41.3135,10.7962,39.2877,,3.9922,77.601,8.40974,4.25767,1.9752,1.17,0.213119,0.107897,0.10522132366895676,0.246399,1.425,0.293657,0.717146,,,4.48919,0.832949,0.760312,150.00999450683594,,,,,,,300.5,3.6204819277108435,299.0,3.602409638554217,,,,,,,,,,,,,,,,,,,Bubba Chandler,29868,696149
Kyle Freeland,COL,4.2334,6.6257,5.1657,5.17933,15.98,15.98,0.0,0.0,,87.7596,386.947,102.615,53.781,50.504,14.2756,24.7085,,3.7952,65.7845,6.74639,2.53393,2.66242,1.464,0.170009,0.063855,0.10615407675504684,0.28628,1.45082,0.31733,0.685151,,,4.69444,0.829949,0.721131,999.0,,,,,,,256.2,2.911363636363636,303.0,3.4431818181818183,,,,,,,,,,,,,,,,,,,Kyle Freeland,16256,607536
Sean Manaea,NYM,4.5165,4.5295,5.2338,4.07684,19.9735,12.35,0.0,0.3948,,74.5136,317.982,68.0242,36.258,33.7533,10.3657,28.1998,,4.1369,73.7442,8.90707,3.40607,2.61506,1.252,0.231913,0.0886836,0.14322949200868607,0.238142,1.29136,0.286096,0.73387,,,4.2356,0.827344,0.81748,423.3599853515625,,,,,,,307.2,4.096,297.0,3.96,,,,,,,,,,,,,,,,,,,Sean Manaea,15873,640455
Bailey Ober,MIN,3.9634,4.945,5.5186,4.42826,13.02,13.02,0.0,0.0,,72.9439,311.061,73.2074,38.168,35.8905,12.3275,18.873,,2.8966,62.8668,7.75666,2.3286,3.33104,1.521,0.202104,0.060673,0.14143142104148865,0.253058,1.26235,0.284356,0.720543,,,4.47321,0.80731,0.78053,494.3399963378906,,,,,,,262.8,3.6,269.0,3.684931506849315,,,,,,,,,,,,,,,,,,,Bailey Ober,21224,641927
Matthew Liberatore,STL,5.2385,5.9897,7.0008,4.35586,16.49,16.49,0.0,0.0,,91.647,396.226,92.2316,47.7128,44.3557,12.1483,33.3337,,3.2645,77.6821,7.62861,3.27347,2.33044,1.193,0.196055,0.084128,0.11192703247070312,0.256464,1.3701,0.296827,0.717153,,,4.33058,0.800577,0.783152,410.2300109863281,,,,,,,342.00000000000006,3.7173913043478266,352.0,3.8260869565217392,,,,,,,,,,,,,,,,,,,Matthew Liberatore,22294,669461
Stephen Kolek,KCR,4.244,4.9699,5.6292,4.39616,19.183,12.22,0.0,0.3859,,78.3847,340.883,86.4576,41.6823,38.2879,8.58748,24.6421,,3.8428,55.6028,6.38422,2.82936,2.25641,0.986,0.163114,0.072289,0.09082499891519547,0.276755,1.41736,0.31373,0.700639,,,4.20029,0.795938,0.741423,999.0,,,,,,,267.9000000000001,3.4346153846153857,298.0,3.8205128205128207,,,,,,,,,,,,,,,,,,,Stephen Kolek,21487,663568
Robbie Ray,SFG,5.4847,6.6803,7.8242,4.36845,17.67,17.67,0.0,0.0,,100.339,436.635,93.7707,52.0767,48.7028,13.9025,44.153,,3.7695,99.5786,8.93181,3.96035,2.25531,1.247,0.228059,0.101121,0.12693805992603302,0.241234,1.37458,0.290186,0.724691,,,4.35378,0.794559,0.836519,166.44000244140625,,,,,,,379.4,3.7939999999999996,374.0,3.74,,,,,,,,,,,,,,,,,,,Robbie Ray,11486,592662
Justin Verlander,DET,4.0819,4.8266,5.3604,4.40486,13.16,13.16,0.0,0.0,,72.1822,311.264,71.5281,37.7061,35.3281,10.4183,23.4292,,3.0317,59.0886,7.36743,2.92126,2.52201,1.299,0.189834,0.0752711,0.11456319689750671,0.251149,1.31552,0.283841,0.71233,,,4.44347,0.790438,0.676795,658.8499755859375,,,,,,,262.6000000000001,3.6472222222222235,270.0,3.75,,,,,,,,,,,,,,,,,,,Justin Verlander,8700,434378
Tatsuya Imai,HOU,4.0477,4.6347,5.2545,4.33349,12.88,12.88,0.0,0.0,,70.0746,305.469,66.7789,36.4856,33.7408,8.53353,32.3901,,3.7041,67.3568,8.65094,4.16001,2.07955,1.096,0.220503,0.106034,0.11446890234947205,0.247903,1.41519,0.301034,0.718665,,,4.31052,0.787922,0.777017,999.0,,,,,,,259.1,3.701428571428572,259.0,3.7,,,,,,,,,,,,,,,,,,,Tatsuya Imai,37124,837227
